supplier_id,supplier_name,country,sector,tier,esg_score,risk_rating,emission_contribution_tco2e,audit_status,last_audit_date,key_risk_factors,annual_spend_inr_crores,scope3_category,single_source_flag,emission_factor_source
SUP-06159,Xenon Systems Pvt Ltd #6159,South Africa,Engineering Services,Tier 2,61.4,Low,28.8,Compliant,2023-03-27,,3.76,Cat 2: Capital Goods,No,Supplier-reported (CDP)
SUP-06160,Cardinal Solutions LLP #6160,Bangladesh,Manufacturing,Tier 1,92.2,Low,130.4,Overdue,2022-09-14,Climate transition risk,4.35,Cat 1: Purchased Goods & Services,No,EcoInvent v3.10
SUP-06161,Lumen Resources AG,Japan,Catering & Facilities,Tier 3,55.7,High,265.1,Overdue,2022-04-12,"Forced labor risk, Worker safety, Data security, Bribery & corruption",15.92,Cat 6: Business Travel,No,EXIOBASE v3.8
SUP-06162,Yarrow Logistics Inc,United States,Mining,Tier 3,47.7,Medium,2859.7,Pending,2024-11-27,"Bribery & corruption, Tax transparency, Conflict minerals",13.79,Cat 1: Purchased Goods & Services,No,Supplier-reported (EcoVadis)
SUP-06163,Lumen Manufacturing AG #6163,Turkey,Engineering Services,Tier 3,51.6,Critical,144.2,Overdue,2022-08-04,"Effluent management, Diversity gap, Data security, Air emissions, Climate transition risk",16.23,Cat 2: Capital Goods,No,Supplier-reported (CDP)
SUP-06164,Nimbus Polymers Pvt Ltd #6164,Malaysia,Plastics & Polymers,Tier 1,57.8,High,462.9,Overdue,2023-04-02,"Water stress, Biodiversity impact",6.67,Cat 1: Purchased Goods & Services,No,Supplier-reported (EcoVadis)
SUP-06165,Granite Distributors Pvt Ltd,India,Agriculture,Tier 1,73.7,Medium,184.8,Compliant,2023-02-09,Waste disposal,1.83,Cat 1: Purchased Goods & Services,No,Industry Average (IEA)
SUP-06166,Nimbus Materials Pvt Ltd #6166,Indonesia,Plastics & Polymers,Tier 1,63.3,Low,197.3,Re-audit Required,2021-12-14,"Water stress, Energy intensity",2.69,Cat 1: Purchased Goods & Services,No,GLEC Framework v3.0
SUP-06167,Falcon Enterprises SA #6167,Japan,Manufacturing,Tier 3,62.7,Medium,41.0,Compliant,2024-11-25,"Data security, Bribery & corruption",1.62,Cat 1: Purchased Goods & Services,No,EPA Emission Factors Hub 2024
SUP-06168,Beacon Packaging Inc #6168,United States,IT Services,Tier 1,82.3,Medium,214.5,Compliant,2023-04-01,"Energy intensity, Water stress, Labor practices",53.38,Cat 15: Investments,No,Supplier-reported (CDP)
SUP-06169,Vector Materials LLP #6169,United Kingdom,Engineering Services,Tier 2,65.9,Medium,19.9,Pending,2023-01-08,"Biodiversity impact, Bribery & corruption",2.96,Cat 2: Capital Goods,No,EcoInvent v3.10
SUP-06170,Wolfram Chemicals Inc,Spain,Industrial Equipment,Tier 2,57.8,High,623.6,Action Plan,2022-07-05,"Forced labor risk, Tax transparency",20.33,Cat 1: Purchased Goods & Services,No,Internal Engineering Estimate
SUP-06171,Astra Resources Inc #6171,Sri Lanka,Mining,Tier 1,95.0,Low,21163.3,Compliant,2024-02-23,"Diversity gap, Labor practices",144.43,Cat 1: Purchased Goods & Services,No,EPA Emission Factors Hub 2024
SUP-06172,Drake Manufacturing SA #6172,Japan,Chemicals,Tier 2,66.3,Medium,3191.7,Compliant,2022-01-04,"Climate transition risk, Ethical sourcing",29.71,Cat 11: Use of Sold Products,No,GLEC Framework v3.0
SUP-06173,Cygnus Systems Corp #6173,Saudi Arabia,Pharmaceuticals,Tier 2,48.8,High,1462.1,Pending,2024-03-15,"Diversity gap, Data security, Ethical sourcing",42.66,Cat 1: Purchased Goods & Services,No,Supplier-reported (CDP)
SUP-06174,Ember Solutions Ltd,United Kingdom,Catering & Facilities,Tier 1,67.9,High,243.1,Action Plan,2022-09-17,"Living wage, Effluent management",21.3,Cat 6: Business Travel,No,EXIOBASE v3.8
SUP-06175,Delta Group Co #6175,United Kingdom,Chemicals,Tier 2,51.4,High,2401.7,Pending,2023-09-19,"Labor practices, Tax transparency",20.49,Cat 1: Purchased Goods & Services,No,Supplier-reported (EcoVadis)
SUP-06176,Polaris Resources Co,Vietnam,Steel & Metals,Tier 2,59.4,Medium,198.9,Compliant,2024-01-08,Conflict minerals,1.35,Cat 1: Purchased Goods & Services,Yes,EXIOBASE v3.8
SUP-06177,Nimbus Holdings Inc,South Africa,IT Services,Tier 2,73.7,High,35.6,Re-audit Required,2023-04-13,"Air emissions, Bribery & corruption, Ethical sourcing",12.71,Cat 15: Investments,No,Supplier-reported (EcoVadis)
SUP-06178,Kestrel Components SA #6178,France,Pharmaceuticals,Tier 1,82.0,Medium,200.5,Pending,2023-09-08,"Climate transition risk, Conflict minerals",7.91,Cat 1: Purchased Goods & Services,No,Supplier-reported (EcoVadis)
SUP-06179,Umbra Works Inc,Netherlands,Mining,Tier 2,65.7,Low,635.9,Compliant,2023-11-20,,3.13,Cat 1: Purchased Goods & Services,No,Supplier-reported (CDP)
SUP-06180,Kestrel Chemicals Pvt Ltd #6180,United States,IT Services,Tier 2,39.3,Critical,98.4,Pending,2021-05-21,"Child labor risk, Energy intensity, Air emissions",21.42,Cat 15: Investments,No,Supplier-reported (CDP)
SUP-06181,Wolfram Holdings GmbH #6181,Thailand,Energy Services,Tier 1,71.2,Medium,2363.0,Action Plan,2023-03-26,"Tax transparency, Climate transition risk",20.17,Cat 3: Fuel & Energy Related,No,EXIOBASE v3.8
SUP-06182,Vector Resources Pvt Ltd,Australia,Energy Services,Tier 1,70.3,High,2116.8,Overdue,2024-08-09,"Data security, Worker safety, Biodiversity impact, Child labor risk",19.63,Cat 3: Fuel & Energy Related,Yes,EPA Emission Factors Hub 2024
SUP-06183,Umbra Industries Ltd #6183,China,Engineering Services,Tier 2,56.5,Critical,112.2,Overdue,2022-02-01,"Child labor risk, Labor practices, Diversity gap, Worker safety",12.26,Cat 2: Capital Goods,No,Supplier-reported (EcoVadis)
SUP-06184,Gemini Trading Corp #6184,Malaysia,Industrial Equipment,Tier 1,81.2,Low,1049.5,Compliant,2023-11-16,,46.87,Cat 1: Purchased Goods & Services,No,Supplier-reported (CDP)
SUP-06185,Quasar Engineering SA #6185,Malaysia,Plastics & Polymers,Tier 1,95.0,Low,139.8,Compliant,2022-04-27,"Conflict minerals, Water stress",1.83,Cat 1: Purchased Goods & Services,No,Industry Average (IEA)
SUP-06186,Yarrow Services SA #6186,United States,Agriculture,Tier 1,69.2,High,731.2,Overdue,2022-02-21,"Energy intensity, Worker safety, Living wage, Diversity gap",8.45,Cat 1: Purchased Goods & Services,No,Industry Average (IEA)
SUP-06187,Fortis Systems Pvt Ltd,Italy,Industrial Equipment,Tier 2,59.9,High,123.6,Action Plan,2021-05-02,"Waste disposal, Ethical sourcing, Child labor risk",4.75,Cat 1: Purchased Goods & Services,No,USEEIO v2.0
SUP-06188,Ember Distributors Corp #6188,Turkey,Logistics,Tier 1,72.3,Low,2558.3,Compliant,2024-02-14,Worker safety,42.19,Cat 4: Upstream Transportation,No,EcoInvent v3.10
SUP-06189,Meridian Manufacturing GmbH,Germany,Pharmaceuticals,Tier 3,60.5,Medium,63.1,Action Plan,2023-10-12,"Effluent management, Air emissions",2.65,Cat 1: Purchased Goods & Services,No,Industry Average (IEA)
SUP-06190,Ravelin Industries Inc #6190,Brazil,Steel & Metals,Tier 1,65.2,Low,5019.9,Compliant,2024-10-27,"Diversity gap, Child labor risk",30.68,Cat 1: Purchased Goods & Services,No,Supplier-reported (EcoVadis)
SUP-06191,Juno Logistics AG,United Kingdom,Mining,Tier 1,48.8,High,1623.3,Overdue,2021-12-21,"Bribery & corruption, Data security",10.92,Cat 1: Purchased Goods & Services,No,GLEC Framework v3.0
SUP-06192,Solstice Resources LLP #6192,South Korea,Transportation,Tier 1,60.9,Low,258.4,Action Plan,2021-06-26,,3.46,Cat 9: Downstream Transportation,Yes,USEEIO v2.0
SUP-06193,Gemini Trading Ltd #6193,Mexico,Mining,Tier 3,44.9,High,6103.8,Action Plan,2024-08-09,"Energy intensity, Diversity gap, Air emissions",37.82,Cat 1: Purchased Goods & Services,No,Internal Engineering Estimate
SUP-06194,Ravelin Distributors GmbH,Saudi Arabia,Agriculture,Tier 1,65.1,Low,8558.5,Compliant,2024-08-24,,98.17,Cat 1: Purchased Goods & Services,No,Supplier-reported (EcoVadis)
SUP-06195,Gemini Chemicals AG #6195,United States,Chemicals,Tier 1,78.7,Low,5181.7,Pending,2024-04-14,Living wage,68.81,Cat 1: Purchased Goods & Services,No,GLEC Framework v3.0
SUP-06196,Drake Resources Co #6196,Netherlands,Agriculture,Tier 1,41.5,Critical,1236.2,Overdue,2024-10-10,"Bribery & corruption, Data security, Water stress",14.48,Cat 1: Purchased Goods & Services,No,EPA Emission Factors Hub 2024
SUP-06197,Ravelin Packaging Co #6197,China,Transportation,Tier 2,66.9,Medium,246.4,Compliant,2021-10-16,"Conflict minerals, Energy intensity, Water stress",3.48,Cat 9: Downstream Transportation,No,DEFRA UK 2024
SUP-06198,Drake Materials Corp,Sri Lanka,Construction,Tier 1,75.8,Medium,365.4,Compliant,2022-12-10,"Air emissions, Waste disposal",5.75,Cat 2: Capital Goods,No,Internal Engineering Estimate
SUP-06199,Nimbus Resources AG,Indonesia,Energy Services,Tier 3,65.9,High,4765.6,Re-audit Required,2021-05-01,"Climate transition risk, Diversity gap",40.04,Cat 3: Fuel & Energy Related,No,EPA Emission Factors Hub 2024
SUP-06200,Hyperion Enterprises GmbH #6200,Netherlands,IT Services,Tier 1,67.4,Medium,84.1,Action Plan,2023-10-13,"Ethical sourcing, Bribery & corruption",25.15,Cat 15: Investments,No,EXIOBASE v3.8
SUP-06201,Nimbus Trading Ltd,UAE,Electronics,Tier 1,80.6,Low,335.2,Compliant,2022-08-02,"Effluent management, Worker safety",12.95,Cat 1: Purchased Goods & Services,No,Internal Engineering Estimate
SUP-06202,Kestrel Systems SA,South Korea,Electronics,Tier 2,34.8,High,116.2,Action Plan,2021-03-03,"Energy intensity, Bribery & corruption, Tax transparency, Diversity gap",5.81,Cat 1: Purchased Goods & Services,No,Supplier-reported (EcoVadis)
SUP-06203,Falcon Industries SA #6203,United Kingdom,Agriculture,Tier 3,47.4,Medium,2236.3,Pending,2023-11-24,Bribery & corruption,20.7,Cat 1: Purchased Goods & Services,No,EcoInvent v3.10
SUP-06204,Indus Manufacturing Co #6204,Australia,Packaging,Tier 3,68.9,Medium,1070.6,Action Plan,2021-02-07,"Ethical sourcing, Effluent management",23.2,Cat 1: Purchased Goods & Services,No,Industry Average (IEA)
SUP-06205,Eclipse Components AG #6205,Mexico,Industrial Equipment,Tier 3,51.5,Medium,364.0,Pending,2021-06-20,"Water stress, Tax transparency, Energy intensity",14.46,Cat 1: Purchased Goods & Services,No,Supplier-reported (EcoVadis)
SUP-06206,Eclipse Components Ltd #6206,Australia,Mining,Tier 1,76.1,Medium,233.3,Compliant,2023-11-13,"Living wage, Waste disposal, Conflict minerals",1.55,Cat 1: Purchased Goods & Services,No,Supplier-reported (CDP)
SUP-06207,Hyperion Enterprises GmbH,Japan,Industrial Equipment,Tier 1,79.5,Low,198.6,Pending,2021-08-03,"Tax transparency, Forced labor risk",9.91,Cat 2: Capital Goods,No,Supplier-reported (CDP)
SUP-06208,Delta Engineering Co #6208,South Korea,Electronics,Tier 1,61.9,Medium,441.1,Compliant,2023-03-26,"Labor practices, Child labor risk",19.33,Cat 1: Purchased Goods & Services,No,EcoInvent v3.10
SUP-06209,Ember Group Corp,UAE,Agriculture,Tier 3,46.0,High,130.0,Overdue,2021-08-01,"Worker safety, Waste disposal, Forced labor risk",1.54,Cat 1: Purchased Goods & Services,No,Internal Engineering Estimate
SUP-06210,Delta Packaging GmbH #6210,Egypt,Chemicals,Tier 1,78.3,Low,4238.9,Compliant,2022-03-23,"Living wage, Ethical sourcing",47.59,Cat 1: Purchased Goods & Services,No,GLEC Framework v3.0
SUP-06211,Lumen Materials AG #6211,Egypt,Transportation,Tier 3,38.2,High,1420.5,Re-audit Required,2024-01-26,"Conflict minerals, Worker safety, Energy intensity",18.9,Cat 4: Upstream Transportation,No,EcoInvent v3.10
SUP-06212,Indus Logistics Pvt Ltd #6212,Brazil,Plastics & Polymers,Tier 1,62.7,Medium,338.2,Compliant,2023-02-12,"Forced labor risk, Biodiversity impact, Labor practices",4.87,Cat 11: Use of Sold Products,No,USEEIO v2.0
SUP-06213,Polaris Chemicals GmbH,Thailand,Pharmaceuticals,Tier 2,84.9,Low,461.9,Compliant,2024-06-22,Worker safety,13.49,Cat 1: Purchased Goods & Services,No,Internal Engineering Estimate
SUP-06214,Lumen Manufacturing Pvt Ltd,Australia,Chemicals,Tier 1,63.0,High,1041.2,Pending,2022-09-01,"Air emissions, Tax transparency",8.5,Cat 1: Purchased Goods & Services,No,Supplier-reported (EcoVadis)
SUP-06215,Orion Materials LLP,Thailand,Logistics,Tier 2,76.6,Low,1259.4,Compliant,2022-01-14,Bribery & corruption,19.4,Cat 4: Upstream Transportation,No,GLEC Framework v3.0
SUP-06216,Cygnus Enterprises GmbH #6216,Japan,Pharmaceuticals,Tier 2,66.2,Low,456.8,Compliant,2022-11-01,Worker safety,11.1,Cat 1: Purchased Goods & Services,No,USEEIO v2.0
SUP-06217,Polaris Technologies Pvt Ltd #6217,South Africa,Transportation,Tier 3,33.7,Critical,837.1,Overdue,2023-02-26,"Labor practices, Energy intensity, Living wage, Child labor risk",15.31,Cat 9: Downstream Transportation,No,Internal Engineering Estimate
SUP-06218,Cardinal Holdings GmbH #6218,UAE,Catering & Facilities,Tier 1,69.3,High,92.2,Pending,2021-03-07,"Conflict minerals, Biodiversity impact, Labor practices",8.45,Cat 6: Business Travel,No,Internal Engineering Estimate
SUP-06219,Helios Polymers Pvt Ltd #6219,France,Chemicals,Tier 3,44.5,High,689.5,Action Plan,2021-10-23,"Effluent management, Child labor risk",6.14,Cat 1: Purchased Goods & Services,No,Supplier-reported (CDP)
SUP-06220,Delta Materials Pvt Ltd #6220,South Africa,Electronics,Tier 2,40.8,Medium,199.6,Compliant,2021-12-06,Effluent management,11.74,Cat 1: Purchased Goods & Services,No,USEEIO v2.0
SUP-06221,Wolfram Logistics SA #6221,Malaysia,Construction,Tier 2,65.3,Low,475.5,Pending,2022-04-26,"Labor practices, Data security",6.23,Cat 2: Capital Goods,No,Internal Engineering Estimate
SUP-06222,Yarrow Holdings SA,China,Electronics,Tier 1,81.3,Low,60.8,Compliant,2024-05-18,Effluent management,3.33,Cat 1: Purchased Goods & Services,Yes,Supplier-reported (CDP)
SUP-06223,Helios Holdings Inc #6223,Turkey,Electronics,Tier 1,84.5,Low,237.9,Compliant,2024-05-16,,8.63,Cat 1: Purchased Goods & Services,No,Internal Engineering Estimate
SUP-06224,Gemini Resources Pvt Ltd,Netherlands,Construction,Tier 1,88.7,Low,1141.2,Pending,2022-04-26,,21.82,Cat 2: Capital Goods,No,DEFRA UK 2024
SUP-06225,Apex Systems Corp #6225,Netherlands,Engineering Services,Tier 1,72.9,Medium,113.2,Compliant,2024-10-18,"Child labor risk, Water stress",13.99,Cat 2: Capital Goods,Yes,USEEIO v2.0
SUP-06226,Beacon Systems SA #6226,Vietnam,Catering & Facilities,Tier 1,84.8,Low,83.8,Pending,2021-12-21,Tax transparency,4.68,Cat 6: Business Travel,No,Supplier-reported (CDP)
SUP-06227,Orion Services Corp #6227,Egypt,Packaging,Tier 1,64.5,Medium,3530.6,Overdue,2022-02-17,"Child labor risk, Conflict minerals, Labor practices",77.05,Cat 1: Purchased Goods & Services,No,Industry Average (IEA)
SUP-06228,Cygnus Industries Corp #6228,Japan,Steel & Metals,Tier 3,37.2,Critical,219.3,Pending,2021-05-28,"Effluent management, Forced labor risk, Air emissions",1.85,Cat 1: Purchased Goods & Services,No,EcoInvent v3.10
SUP-06229,Ravelin Distributors Pvt Ltd,India,Packaging,Tier 1,65.2,Low,1533.2,Pending,2022-04-18,,34.95,Cat 1: Purchased Goods & Services,No,Supplier-reported (EcoVadis)
SUP-06230,Helios Components Ltd #6230,Mexico,Catering & Facilities,Tier 1,65.2,Low,130.2,Compliant,2021-04-10,,12.39,Cat 6: Business Travel,No,USEEIO v2.0
SUP-06231,Granite Components Co #6231,Malaysia,Plastics & Polymers,Tier 2,84.4,Medium,90.6,Overdue,2021-06-13,"Worker safety, Data security, Effluent management",0.97,Cat 11: Use of Sold Products,No,EPA Emission Factors Hub 2024
SUP-06232,Granite Chemicals AG,Australia,Construction,Tier 1,66.9,Low,239.2,Pending,2024-11-24,"Data security, Child labor risk",4.04,Cat 2: Capital Goods,No,EXIOBASE v3.8
SUP-06233,Lumen Holdings Ltd,Thailand,Manufacturing,Tier 2,61.3,High,161.5,Compliant,2024-08-25,"Diversity gap, Tax transparency, Data security, Worker safety",5.31,Cat 1: Purchased Goods & Services,No,EXIOBASE v3.8
SUP-06234,Delta Manufacturing Pvt Ltd,Italy,Manufacturing,Tier 3,68.2,Low,311.8,Pending,2022-01-09,Tax transparency,13.47,Cat 1: Purchased Goods & Services,No,USEEIO v2.0
SUP-06235,Drake Works Corp #6235,Brazil,Chemicals,Tier 1,77.5,Medium,450.7,Compliant,2022-03-16,"Forced labor risk, Conflict minerals, Data security",3.82,Cat 1: Purchased Goods & Services,No,EcoInvent v3.10
SUP-06236,Apex Components LLP #6236,United Kingdom,IT Services,Tier 1,61.5,Low,9.1,Action Plan,2023-10-26,"Climate transition risk, Forced labor risk",2.24,Cat 15: Investments,No,EXIOBASE v3.8
SUP-06237,Solstice Distributors GmbH #6237,Malaysia,Manufacturing,Tier 1,87.8,Low,2104.3,Re-audit Required,2021-02-13,"Climate transition risk, Energy intensity",104.05,Cat 1: Purchased Goods & Services,No,DEFRA UK 2024
SUP-06238,Apex Industries AG #6238,Netherlands,Mining,Tier 3,53.1,High,807.5,Overdue,2021-07-08,"Air emissions, Bribery & corruption, Living wage, Tax transparency",6.48,Cat 1: Purchased Goods & Services,No,EcoInvent v3.10
SUP-06239,Granite Trading Corp,Egypt,Engineering Services,Tier 2,54.2,High,31.1,Overdue,2021-02-21,"Diversity gap, Forced labor risk, Child labor risk",4.2,Cat 2: Capital Goods,No,GLEC Framework v3.0
SUP-06240,Umbra Enterprises LLP #6240,Italy,Agriculture,Tier 1,75.8,Low,1499.9,Action Plan,2023-10-25,"Forced labor risk, Biodiversity impact",19.0,Cat 1: Purchased Goods & Services,No,Internal Engineering Estimate
SUP-06241,Granite Group Pvt Ltd #6241,Egypt,Pharmaceuticals,Tier 3,56.6,High,51.3,Action Plan,2021-09-10,"Air emissions, Energy intensity, Bribery & corruption",1.94,Cat 1: Purchased Goods & Services,No,Supplier-reported (CDP)
SUP-06242,Polaris Technologies GmbH #6242,South Africa,Catering & Facilities,Tier 2,63.3,Medium,23.1,Pending,2023-03-11,"Energy intensity, Worker safety",1.71,Cat 6: Business Travel,No,Supplier-reported (CDP)
SUP-06243,Vector Engineering Corp #6243,United Kingdom,Mining,Tier 2,56.4,Medium,1579.0,Compliant,2022-04-11,"Data security, Bribery & corruption",10.57,Cat 1: Purchased Goods & Services,No,Industry Average (IEA)
SUP-06244,Falcon Resources Ltd #6244,Malaysia,Plastics & Polymers,Tier 2,82.2,Low,124.9,Pending,2021-08-08,Living wage,2.08,Cat 11: Use of Sold Products,No,USEEIO v2.0
SUP-06245,Eclipse Components Ltd #6245,France,Agriculture,Tier 1,79.0,Medium,147.4,Compliant,2023-06-28,"Waste disposal, Bribery & corruption",2.29,Cat 1: Purchased Goods & Services,No,GLEC Framework v3.0
SUP-06246,Xenon Resources Corp #6246,South Africa,Chemicals,Tier 2,59.9,Medium,1495.8,Compliant,2023-03-06,Bribery & corruption,12.4,Cat 11: Use of Sold Products,No,Supplier-reported (EcoVadis)
SUP-06247,Borealis Manufacturing Ltd #6247,Turkey,Agriculture,Tier 2,61.8,High,1635.1,Re-audit Required,2024-09-13,"Labor practices, Bribery & corruption",14.21,Cat 1: Purchased Goods & Services,Yes,EPA Emission Factors Hub 2024
SUP-06248,Lumen Group LLP #6248,Bangladesh,Chemicals,Tier 1,83.5,Low,1380.3,Compliant,2021-08-18,"Effluent management, Worker safety",14.01,Cat 1: Purchased Goods & Services,No,GLEC Framework v3.0
SUP-06249,Solstice Distributors AG,China,Catering & Facilities,Tier 2,63.1,Medium,55.5,Compliant,2024-10-09,"Water stress, Waste disposal",4.62,Cat 6: Business Travel,No,EcoInvent v3.10
SUP-06250,Yarrow Materials Ltd,Germany,Electronics,Tier 3,44.7,Critical,2351.4,Action Plan,2023-11-25,"Air emissions, Worker safety, Climate transition risk, Data security",86.41,Cat 1: Purchased Goods & Services,No,EPA Emission Factors Hub 2024
SUP-06251,Xenon Technologies GmbH #6251,Thailand,Transportation,Tier 1,71.4,Low,607.3,Compliant,2023-01-02,,10.32,Cat 9: Downstream Transportation,No,DEFRA UK 2024
SUP-06252,Ravelin Trading Corp,Turkey,Energy Services,Tier 1,76.6,Medium,754.6,Compliant,2024-01-01,"Water stress, Conflict minerals",7.54,Cat 3: Fuel & Energy Related,No,Internal Engineering Estimate
SUP-06253,Borealis Materials Co #6253,China,Catering & Facilities,Tier 1,86.1,Low,51.0,Compliant,2022-01-23,"Labor practices, Biodiversity impact",3.41,Cat 6: Business Travel,No,DEFRA UK 2024
SUP-06254,Nimbus Technologies Pvt Ltd,South Africa,Packaging,Tier 1,74.7,Medium,1347.1,Compliant,2024-04-23,"Worker safety, Diversity gap, Biodiversity impact",36.45,Cat 1: Purchased Goods & Services,No,GLEC Framework v3.0
SUP-06255,Tempus Chemicals SA #6255,UAE,Industrial Equipment,Tier 1,68.1,Medium,403.2,Compliant,2022-04-05,"Living wage, Tax transparency",22.11,Cat 2: Capital Goods,No,Supplier-reported (CDP)
SUP-06256,Falcon Services Inc #6256,United States,Manufacturing,Tier 1,70.2,Low,779.5,Compliant,2023-04-12,Air emissions,25.91,Cat 1: Purchased Goods & Services,Yes,Internal Engineering Estimate
SUP-06257,Astra Services Corp,UAE,Energy Services,Tier 1,62.3,Medium,773.0,Re-audit Required,2023-07-28,"Bribery & corruption, Conflict minerals, Forced labor risk",5.41,Cat 3: Fuel & Energy Related,No,EPA Emission Factors Hub 2024
SUP-06258,Beacon Polymers Ltd,Spain,Packaging,Tier 3,67.6,High,306.3,Overdue,2023-03-25,"Ethical sourcing, Biodiversity impact",9.02,Cat 1: Purchased Goods & Services,No,EcoInvent v3.10
SUP-06259,Quasar Enterprises Co,South Korea,Logistics,Tier 2,73.9,Medium,877.2,Compliant,2024-05-07,"Effluent management, Air emissions, Tax transparency",13.37,Cat 4: Upstream Transportation,No,GLEC Framework v3.0
SUP-06260,Astra Technologies AG #6260,Australia,Steel & Metals,Tier 1,92.2,Low,1579.5,Pending,2022-11-08,,11.35,Cat 1: Purchased Goods & Services,Yes,DEFRA UK 2024
SUP-06261,Ember Trading Inc #6261,Spain,Construction,Tier 1,70.3,Medium,21.8,Re-audit Required,2023-01-09,"Waste disposal, Diversity gap",0.36,Cat 2: Capital Goods,No,EcoInvent v3.10
SUP-06262,Lumen Manufacturing Co #6262,China,Energy Services,Tier 2,59.7,High,379.8,Action Plan,2022-12-28,"Data security, Air emissions",3.24,Cat 3: Fuel & Energy Related,No,GLEC Framework v3.0
SUP-06263,Helios Manufacturing LLP,Indonesia,Steel & Metals,Tier 2,59.3,Medium,2594.6,Compliant,2023-02-24,"Labor practices, Ethical sourcing, Effluent management",15.29,Cat 1: Purchased Goods & Services,No,Supplier-reported (EcoVadis)
SUP-06264,Delta Manufacturing Corp #6264,Bangladesh,IT Services,Tier 2,61.0,Low,51.6,Action Plan,2023-10-20,"Air emissions, Climate transition risk",9.97,Cat 15: Investments,No,EPA Emission Factors Hub 2024
SUP-06265,Wolfram Systems Corp #6265,Italy,Industrial Equipment,Tier 2,43.1,Critical,144.3,Overdue,2021-12-14,"Forced labor risk, Climate transition risk, Effluent management, Diversity gap",6.01,Cat 2: Capital Goods,No,Supplier-reported (EcoVadis)
SUP-06266,Borealis Distributors Pvt Ltd #6266,Spain,Transportation,Tier 1,76.7,Low,418.5,Action Plan,2022-12-11,"Labor practices, Air emissions",4.37,Cat 4: Upstream Transportation,No,EcoInvent v3.10
SUP-06267,Indus Packaging AG #6267,Italy,Electronics,Tier 2,36.1,High,176.9,Action Plan,2021-06-03,"Data security, Living wage",9.59,Cat 1: Purchased Goods & Services,No,Supplier-reported (EcoVadis)
SUP-06268,Cardinal Engineering LLP,India,Industrial Equipment,Tier 2,54.7,High,1440.5,Action Plan,2021-07-04,"Waste disposal, Diversity gap, Forced labor risk, Energy intensity",53.72,Cat 1: Purchased Goods & Services,Yes,USEEIO v2.0
SUP-06269,Tempus Group Corp #6269,Malaysia,Steel & Metals,Tier 1,74.5,Low,1514.6,Compliant,2024-01-17,Worker safety,14.4,Cat 1: Purchased Goods & Services,No,EcoInvent v3.10
SUP-06270,Gemini Technologies Corp #6270,Australia,Construction,Tier 1,58.7,Medium,268.9,Compliant,2023-12-03,"Tax transparency, Water stress",4.14,Cat 2: Capital Goods,No,DEFRA UK 2024
SUP-06271,Nimbus Solutions Ltd #6271,Turkey,Chemicals,Tier 2,68.0,Medium,907.2,Compliant,2021-03-23,Forced labor risk,8.3,Cat 1: Purchased Goods & Services,No,USEEIO v2.0
SUP-06272,Helios Packaging GmbH #6272,United States,Logistics,Tier 2,56.9,High,79.4,Overdue,2023-10-10,"Water stress, Forced labor risk, Living wage",1.42,Cat 4: Upstream Transportation,No,Internal Engineering Estimate
SUP-06273,Granite Industries LLP #6273,Australia,Construction,Tier 1,57.7,High,838.7,Overdue,2024-02-27,"Waste disposal, Forced labor risk, Energy intensity, Conflict minerals",11.33,Cat 2: Capital Goods,No,DEFRA UK 2024
SUP-06274,Solstice Group Inc,Spain,IT Services,Tier 3,45.9,High,145.4,Overdue,2022-01-08,"Data security, Living wage, Air emissions, Ethical sourcing",42.38,Cat 15: Investments,No,EXIOBASE v3.8
SUP-06275,Solstice Works AG #6275,Australia,Logistics,Tier 3,15.0,Critical,550.9,Overdue,2023-08-20,"Worker safety, Forced labor risk, Child labor risk, Air emissions",10.71,Cat 4: Upstream Transportation,No,USEEIO v2.0
SUP-06276,Apex Enterprises Pvt Ltd #6276,Australia,Engineering Services,Tier 2,75.8,Low,316.2,Overdue,2024-07-25,Waste disposal,32.63,Cat 2: Capital Goods,No,EPA Emission Factors Hub 2024
SUP-06277,Borealis Group Inc #6277,Thailand,Industrial Equipment,Tier 2,47.9,Medium,751.2,Overdue,2021-06-15,"Living wage, Tax transparency, Air emissions",35.85,Cat 1: Purchased Goods & Services,No,Internal Engineering Estimate
SUP-06278,Quasar Holdings GmbH,South Africa,Steel & Metals,Tier 3,58.4,Medium,3481.7,Compliant,2024-04-08,"Child labor risk, Bribery & corruption",21.73,Cat 1: Purchased Goods & Services,No,Supplier-reported (EcoVadis)
SUP-06279,Cygnus Technologies GmbH #6279,Sri Lanka,Packaging,Tier 1,80.1,Low,1229.5,Compliant,2021-08-09,"Waste disposal, Tax transparency",30.75,Cat 1: Purchased Goods & Services,No,EXIOBASE v3.8
SUP-06280,Falcon Logistics LLP,Turkey,Chemicals,Tier 1,57.6,High,5591.9,Overdue,2021-02-02,"Ethical sourcing, Labor practices, Biodiversity impact",80.0,Cat 1: Purchased Goods & Services,Yes,EcoInvent v3.10
SUP-06281,Xenon Trading GmbH,Bangladesh,Catering & Facilities,Tier 2,95.0,Medium,183.3,Compliant,2024-06-14,"Living wage, Effluent management, Data security",15.45,Cat 6: Business Travel,No,USEEIO v2.0
SUP-06282,Drake Materials AG,Thailand,Manufacturing,Tier 1,75.3,Medium,803.0,Compliant,2021-12-28,"Forced labor risk, Labor practices",32.95,Cat 1: Purchased Goods & Services,Yes,Internal Engineering Estimate
