risk_id,category,scenario,time_horizon,likelihood,financial_impact_inr_crores,mitigation,status,owner,affected_business_unit,risk_description
CR-05980,Transition-Market,IEA-NZE2050,Short (0-2 yr),Possible,2.94,Engineering controls — process,Open,Strategy & Planning,MKT-DTC,Bank lending tied to transition plan quality
CR-05981,Transition-Market,IEA-NZE2050,Medium (2-5 yr),Possible,74.96,Capex earmarked in 5-yr plan,Closed,CRO Office,PJT-COM,Bank lending tied to transition plan quality
CR-05982,Transition-Market,IEA-NZE2050,Medium (2-5 yr),Possible,34.04,Engineering controls — process,Closed,Investor Relations,FNC-PRC,Bank lending tied to transition plan quality
CR-05983,Transition-Market,IEA-NZE2050,Medium (2-5 yr),Rare,37.56,PPA conversion to renewables,Mitigating,Strategy & Planning,MKT-OEM,Bank lending tied to transition plan quality
CR-05984,Transition-Market,IEA-NZE2050,Medium (2-5 yr),Likely,1.97,Customer transition partnership,Mitigating,Sustainability — Climate,REG-EST,Bank lending tied to transition plan quality
CR-05985,Transition-Market,IEA-NZE2050,Medium (2-5 yr),Rare,1.85,Capex earmarked in 5-yr plan,Mitigating,Plant Operations,PJT-CYB,Bank lending tied to transition plan quality
CR-05986,Transition-Market,IEA-NZE2050,Long (5-10 yr),Almost Certain,3.26,Supplier contract pass-through,Mitigating,Legal & Compliance,BIZ-AGR,Bank lending tied to transition plan quality
CR-05987,Transition-Market,IEA-NZE2050,Long (5-10 yr),Likely,10.04,Customer transition partnership,Mitigating,EHS Director,PJT-BIO,Bank lending tied to transition plan quality
CR-05988,Transition-Market,IEA-NZE2050,Long (5-10 yr),Likely,4.46,PPA conversion to renewables,Mitigating,Strategy & Planning,LOG-NSK,Bank lending tied to transition plan quality
CR-05989,Transition-Market,IEA-NZE2050,Long (5-10 yr),Almost Certain,9.41,Capex earmarked in 5-yr plan,Mitigating,Group HR,MKT-DTC,Bank lending tied to transition plan quality
CR-05990,Transition-Market,IEA-NZE2050,Long (5-10 yr),Likely,2.91,Workforce reskilling programme,Closed,Investor Relations,RND-SRT,Bank lending tied to transition plan quality
CR-05991,Transition-Market,IEA-NZE2050,Long (5-10 yr),Possible,10.38,Hedging via carbon market,Mitigating,Sustainability — Climate,FW-GRI,Bank lending tied to transition plan quality
CR-05992,Transition-Market,IEA-NZE2050,Long (5-10 yr),Almost Certain,11.05,Customer transition partnership,Open,CRO Office,FNC-LGL,Bank lending tied to transition plan quality
CR-05993,Transition-Market,IEA-NZE2050,Long (5-10 yr),Likely,24.07,PPA conversion to renewables,Closed,Procurement,RSK-WTR,Bank lending tied to transition plan quality
CR-05994,Transition-Market,IEA-NZE2050,Very Long (10-30 yr),Possible,20.08,Workforce reskilling programme,Closed,Legal & Compliance,PJT-EVS,Bank lending tied to transition plan quality
CR-05995,Transition-Market,IEA-NZE2050,Very Long (10-30 yr),Possible,29.48,PPA conversion to renewables,Mitigating,Group HR,PJT-COC,Bank lending tied to transition plan quality
CR-05996,Transition-Market,IEA-NZE2050,Very Long (10-30 yr),Possible,24.56,Site-level adaptation plan,Mitigating,EHS Director,FNC-COM,Bank lending tied to transition plan quality
CR-05997,Transition-Market,IEA-NZE2050,Very Long (10-30 yr),Possible,6.6,Insurance coverage expanded,Mitigating,Legal & Compliance,BIZ-SPC,Bank lending tied to transition plan quality
CR-05998,Transition-Market,IEA-NZE2050,Very Long (10-30 yr),Possible,8.23,Supplier contract pass-through,Open,Legal & Compliance,RSK-BIO,Bank lending tied to transition plan quality
CR-05999,Transition-Market,IEA-NZE2050,Very Long (10-30 yr),Possible,38.53,Capex earmarked in 5-yr plan,Mitigating,Legal & Compliance,LOG-MNG,Bank lending tied to transition plan quality
CR-06000,Transition-Market,IEA-NZE2050,Very Long (10-30 yr),Rare,2.38,Engineering controls — process,Open,Legal & Compliance,FNC-COR,Bank lending tied to transition plan quality
CR-06001,Transition-Market,IEA-APS,Short (0-2 yr),Rare,30.7,Workforce reskilling programme,Closed,CRO Office,DST-KOL,Bank lending tied to transition plan quality
CR-06002,Transition-Market,IEA-APS,Short (0-2 yr),Rare,1.71,Site-level adaptation plan,Mitigating,EHS Director,RND-HYD,Bank lending tied to transition plan quality
CR-06003,Transition-Market,IEA-APS,Short (0-2 yr),Rare,24.48,Capex earmarked in 5-yr plan,Closed,Strategy & Planning,FW-CDP,Bank lending tied to transition plan quality
CR-06004,Transition-Market,IEA-APS,Short (0-2 yr),Likely,18.31,Customer transition partnership,Closed,EHS Director,DST-HYD,Bank lending tied to transition plan quality
CR-06005,Transition-Market,IEA-APS,Short (0-2 yr),Possible,3.8,Hedging via carbon market,Mitigating,Plant Operations,PJT-COM,Bank lending tied to transition plan quality
CR-06006,Transition-Market,IEA-APS,Medium (2-5 yr),Likely,3.51,Hedging via carbon market,Mitigating,Plant Operations,RSK-BIO,Bank lending tied to transition plan quality
CR-06007,Transition-Market,IEA-APS,Medium (2-5 yr),Almost Certain,14.45,Capex earmarked in 5-yr plan,Mitigating,Group HR,MKT-B2B,Bank lending tied to transition plan quality
CR-06008,Transition-Market,IEA-APS,Medium (2-5 yr),Possible,19.0,Engineering controls — process,Mitigating,CRO Office,PJT-AUD,Bank lending tied to transition plan quality
CR-06009,Transition-Market,IEA-APS,Medium (2-5 yr),Possible,91.37,PPA conversion to renewables,Mitigating,CRO Office,FNC-PRC,Bank lending tied to transition plan quality
CR-06010,Transition-Market,IEA-APS,Medium (2-5 yr),Rare,14.6,Hedging via carbon market,Mitigating,Sustainability — Climate,FNC-COR,Bank lending tied to transition plan quality
CR-06011,Transition-Market,IEA-APS,Medium (2-5 yr),Likely,11.09,Vendor diversification programme,Open,Procurement,RND-SRT,Bank lending tied to transition plan quality
CR-06012,Transition-Market,IEA-APS,Medium (2-5 yr),Possible,47.57,Hedging via carbon market,Mitigating,Procurement,RND-HYD,Bank lending tied to transition plan quality
CR-06013,Transition-Market,IEA-APS,Long (5-10 yr),Possible,0.92,Supplier contract pass-through,Open,Legal & Compliance,PCH-HLD,Bank lending tied to transition plan quality
CR-06014,Transition-Market,IEA-APS,Long (5-10 yr),Likely,14.75,PPA conversion to renewables,Mitigating,Legal & Compliance,MKT-B2C,Bank lending tied to transition plan quality
CR-06015,Transition-Market,IEA-APS,Long (5-10 yr),Likely,13.76,Customer transition partnership,Mitigating,Treasury,FW-SBTI,Bank lending tied to transition plan quality
CR-06016,Transition-Market,IEA-APS,Long (5-10 yr),Likely,5.35,Vendor diversification programme,Open,CRO Office,FW-TCFD,Bank lending tied to transition plan quality
CR-06017,Transition-Market,IEA-APS,Long (5-10 yr),Likely,2.71,Capex earmarked in 5-yr plan,Mitigating,Procurement,RSK-CYB,Bank lending tied to transition plan quality
CR-06018,Transition-Market,IEA-APS,Very Long (10-30 yr),Possible,83.92,Vendor diversification programme,Mitigating,Plant Operations,OFC-AMD,Bank lending tied to transition plan quality
CR-06019,Transition-Market,IEA-APS,Very Long (10-30 yr),Almost Certain,2.52,Insurance coverage expanded,Mitigating,Investor Relations,MKT-B2C,Bank lending tied to transition plan quality
CR-06020,Transition-Market,IEA-APS,Very Long (10-30 yr),Rare,22.91,Hedging via carbon market,Mitigating,Plant Operations,LOG-KND,Bank lending tied to transition plan quality
CR-06021,Transition-Market,IEA-APS,Very Long (10-30 yr),Possible,154.15,Capex earmarked in 5-yr plan,Mitigating,CRO Office,LOG-KCH,Bank lending tied to transition plan quality
CR-06022,Transition-Market,IEA-APS,Very Long (10-30 yr),Possible,5.79,Vendor diversification programme,Mitigating,EHS Director,FNC-COR,Bank lending tied to transition plan quality
CR-06023,Transition-Market,IEA-APS,Very Long (10-30 yr),Possible,27.87,Capex earmarked in 5-yr plan,Mitigating,Group HR,BIZ-FUE,Bank lending tied to transition plan quality
CR-06024,Transition-Market,IEA-APS,Very Long (10-30 yr),Possible,16.92,Vendor diversification programme,Open,Treasury,REF-HZR,Bank lending tied to transition plan quality
CR-06025,Transition-Market,IEA-STEPS,Short (0-2 yr),Likely,1.29,Hedging via carbon market,Mitigating,EHS Director,REG-EST,Bank lending tied to transition plan quality
CR-06026,Transition-Market,IEA-STEPS,Short (0-2 yr),Likely,2.11,Capex earmarked in 5-yr plan,Closed,Legal & Compliance,FW-CDP,Bank lending tied to transition plan quality
CR-06027,Transition-Market,IEA-STEPS,Short (0-2 yr),Possible,2.18,Workforce reskilling programme,Mitigating,Plant Operations,PJT-TAX,Bank lending tied to transition plan quality
CR-06028,Transition-Market,IEA-STEPS,Short (0-2 yr),Possible,4.59,Workforce reskilling programme,Mitigating,Plant Operations,REG-STH,Bank lending tied to transition plan quality
CR-06029,Transition-Market,IEA-STEPS,Short (0-2 yr),Possible,18.69,Hedging via carbon market,Mitigating,Strategy & Planning,FNC-PRC,Bank lending tied to transition plan quality
CR-06030,Transition-Market,IEA-STEPS,Short (0-2 yr),Possible,2.32,Supplier contract pass-through,Mitigating,Legal & Compliance,FW-BRSR,Bank lending tied to transition plan quality
CR-06031,Transition-Market,IEA-STEPS,Medium (2-5 yr),Likely,9.56,Customer transition partnership,Mitigating,Legal & Compliance,FW-CDPW,Bank lending tied to transition plan quality
CR-06032,Transition-Market,IEA-STEPS,Medium (2-5 yr),Rare,0.5,Customer transition partnership,Mitigating,EHS Director,PJT-CCS,Bank lending tied to transition plan quality
CR-06033,Transition-Market,IEA-STEPS,Medium (2-5 yr),Possible,19.06,Hedging via carbon market,Mitigating,Group HR,RSK-TRN,Bank lending tied to transition plan quality
CR-06034,Transition-Market,IEA-STEPS,Medium (2-5 yr),Almost Certain,11.12,Supplier contract pass-through,Open,Sustainability — Climate,FNC-COM,Bank lending tied to transition plan quality
CR-06035,Transition-Market,IEA-STEPS,Medium (2-5 yr),Likely,8.61,Engineering controls — process,Mitigating,EHS Director,LOG-KND,Bank lending tied to transition plan quality
CR-06036,Transition-Market,IEA-STEPS,Medium (2-5 yr),Almost Certain,3.48,Engineering controls — process,Mitigating,Procurement,FW-BRSR,Bank lending tied to transition plan quality
CR-06037,Transition-Market,IEA-STEPS,Medium (2-5 yr),Possible,0.5,Engineering controls — process,Open,Strategy & Planning,OFC-JPR,Bank lending tied to transition plan quality
CR-06038,Transition-Market,IEA-STEPS,Medium (2-5 yr),Likely,9.95,Hedging via carbon market,Mitigating,Procurement,FW-TNFD,Bank lending tied to transition plan quality
CR-06039,Transition-Market,IEA-STEPS,Medium (2-5 yr),Possible,4.54,Customer transition partnership,Open,Plant Operations,RSK-REP,Bank lending tied to transition plan quality
CR-06040,Transition-Market,IEA-STEPS,Medium (2-5 yr),Possible,14.36,PPA conversion to renewables,Mitigating,Procurement,FW-IFRS,Bank lending tied to transition plan quality
CR-06041,Transition-Market,IEA-STEPS,Long (5-10 yr),Rare,0.79,Capex earmarked in 5-yr plan,Mitigating,Treasury,RSK-PHY,Bank lending tied to transition plan quality
CR-06042,Transition-Market,IEA-STEPS,Long (5-10 yr),Rare,71.4,Capex earmarked in 5-yr plan,Mitigating,Legal & Compliance,RSK-BIO,Bank lending tied to transition plan quality
CR-06043,Transition-Market,IEA-STEPS,Long (5-10 yr),Possible,3.87,Insurance coverage expanded,Mitigating,Procurement,RND-PUN,Bank lending tied to transition plan quality
CR-06044,Transition-Market,IEA-STEPS,Long (5-10 yr),Rare,1.16,Vendor diversification programme,Open,Strategy & Planning,FNC-PRC,Bank lending tied to transition plan quality
CR-06045,Transition-Market,IEA-STEPS,Long (5-10 yr),Possible,66.19,Site-level adaptation plan,Mitigating,EHS Director,PCH-GDR,Bank lending tied to transition plan quality
CR-06046,Transition-Market,IEA-STEPS,Very Long (10-30 yr),Possible,1.33,Workforce reskilling programme,Closed,EHS Director,RND-BLR,Bank lending tied to transition plan quality
CR-06047,Transition-Market,IEA-STEPS,Very Long (10-30 yr),Almost Certain,1.19,Workforce reskilling programme,Closed,Sustainability — Climate,PJT-HRT,Bank lending tied to transition plan quality
CR-06048,Transition-Market,IEA-STEPS,Very Long (10-30 yr),Possible,81.1,Engineering controls — process,Closed,Procurement,MKT-DTC,Bank lending tied to transition plan quality
CR-06049,Transition-Market,IEA-STEPS,Very Long (10-30 yr),Likely,2.61,Insurance coverage expanded,Closed,Treasury,REF-HZR,Bank lending tied to transition plan quality
CR-06050,Transition-Market,IEA-STEPS,Very Long (10-30 yr),Likely,0.5,Customer transition partnership,Mitigating,EHS Director,OFC-JPR,Bank lending tied to transition plan quality
CR-06051,Transition-Market,IEA-STEPS,Very Long (10-30 yr),Rare,4.21,Engineering controls — process,Mitigating,Sustainability — Climate,RSK-CYB,Bank lending tied to transition plan quality
CR-06052,Transition-Market,IEA-STEPS,Very Long (10-30 yr),Likely,63.65,Engineering controls — process,Mitigating,Investor Relations,REG-WST,Bank lending tied to transition plan quality
CR-06053,Transition-Market,IEA-STEPS,Very Long (10-30 yr),Possible,6.82,Engineering controls — process,Open,Legal & Compliance,FW-SBTI,Bank lending tied to transition plan quality
CR-06054,Transition-Market,IEA-STEPS,Very Long (10-30 yr),Rare,10.41,Engineering controls — process,Mitigating,Sustainability — Climate,FNC-PRC,Bank lending tied to transition plan quality
CR-06055,Transition-Market,RCP2.6,Short (0-2 yr),Possible,45.8,Insurance coverage expanded,Mitigating,Investor Relations,FW-CDPW,Bank lending tied to transition plan quality
CR-06056,Transition-Market,RCP2.6,Short (0-2 yr),Likely,3.47,Hedging via carbon market,Mitigating,Sustainability — Climate,MKT-B2B,Bank lending tied to transition plan quality
CR-06057,Transition-Market,RCP2.6,Short (0-2 yr),Possible,4.63,Workforce reskilling programme,Closed,Group HR,DST-KOL,Bank lending tied to transition plan quality
CR-06058,Transition-Market,RCP2.6,Short (0-2 yr),Rare,2.24,Capex earmarked in 5-yr plan,Closed,Legal & Compliance,LOG-KND,Bank lending tied to transition plan quality
CR-06059,Transition-Market,RCP2.6,Short (0-2 yr),Rare,0.53,Capex earmarked in 5-yr plan,Mitigating,Strategy & Planning,FNC-IT,Bank lending tied to transition plan quality
CR-06060,Transition-Market,RCP2.6,Medium (2-5 yr),Likely,0.71,Hedging via carbon market,Open,Strategy & Planning,PJT-RNW,Bank lending tied to transition plan quality
CR-06061,Transition-Market,RCP2.6,Medium (2-5 yr),Rare,22.58,Supplier contract pass-through,Open,Procurement,LOG-KCH,Bank lending tied to transition plan quality
CR-06062,Transition-Market,RCP2.6,Medium (2-5 yr),Likely,1.02,Site-level adaptation plan,Mitigating,Sustainability — Climate,RSK-DAT,Bank lending tied to transition plan quality
CR-06063,Transition-Market,RCP2.6,Medium (2-5 yr),Possible,2.76,Hedging via carbon market,Mitigating,CRO Office,PJT-LIV,Bank lending tied to transition plan quality
CR-06064,Transition-Market,RCP2.6,Medium (2-5 yr),Possible,8.19,Insurance coverage expanded,Mitigating,Procurement,REG-INT,Bank lending tied to transition plan quality
CR-06065,Transition-Market,RCP2.6,Medium (2-5 yr),Likely,20.79,Workforce reskilling programme,Open,Plant Operations,RSK-PHY,Bank lending tied to transition plan quality
CR-06066,Transition-Market,RCP2.6,Medium (2-5 yr),Possible,6.94,Site-level adaptation plan,Mitigating,Sustainability — Climate,RSK-REG,Bank lending tied to transition plan quality
CR-06067,Transition-Market,RCP2.6,Medium (2-5 yr),Almost Certain,29.4,Vendor diversification programme,Mitigating,Legal & Compliance,PCH-NGT,Bank lending tied to transition plan quality
CR-06068,Transition-Market,RCP2.6,Medium (2-5 yr),Almost Certain,1.42,Capex earmarked in 5-yr plan,Open,Strategy & Planning,MKT-B2C,Bank lending tied to transition plan quality
CR-06069,Transition-Market,RCP2.6,Medium (2-5 yr),Possible,7.03,Vendor diversification programme,Open,EHS Director,PJT-SAF,Bank lending tied to transition plan quality
CR-06070,Transition-Market,RCP2.6,Long (5-10 yr),Likely,1.62,Engineering controls — process,Mitigating,Treasury,RSK-SUP,Bank lending tied to transition plan quality
CR-06071,Transition-Market,RCP2.6,Long (5-10 yr),Rare,0.76,Vendor diversification programme,Mitigating,Sustainability — Climate,RSK-REG,Bank lending tied to transition plan quality
CR-06072,Transition-Market,RCP2.6,Long (5-10 yr),Possible,2.66,Insurance coverage expanded,Closed,Plant Operations,MKT-SMB,Bank lending tied to transition plan quality
CR-06073,Transition-Market,RCP2.6,Long (5-10 yr),Rare,11.2,Hedging via carbon market,Mitigating,Procurement,RSK-TRN,Bank lending tied to transition plan quality
CR-06074,Transition-Market,RCP2.6,Long (5-10 yr),Possible,9.64,Workforce reskilling programme,Closed,CRO Office,REG-EST,Bank lending tied to transition plan quality
CR-06075,Transition-Market,RCP2.6,Long (5-10 yr),Possible,0.52,Vendor diversification programme,Closed,Strategy & Planning,BIZ-AGR,Bank lending tied to transition plan quality
CR-06076,Transition-Market,RCP2.6,Very Long (10-30 yr),Possible,6.22,Capex earmarked in 5-yr plan,Open,Procurement,DST-KOL,Bank lending tied to transition plan quality
CR-06077,Transition-Market,RCP2.6,Very Long (10-30 yr),Possible,4.37,Engineering controls — process,Closed,Plant Operations,REG-NTH,Bank lending tied to transition plan quality
CR-06078,Transition-Market,RCP2.6,Very Long (10-30 yr),Possible,2.2,Insurance coverage expanded,Mitigating,Legal & Compliance,FNC-COR,Bank lending tied to transition plan quality
CR-06079,Transition-Market,RCP2.6,Very Long (10-30 yr),Almost Certain,10.21,Engineering controls — process,Mitigating,Investor Relations,PCH-PDP,Bank lending tied to transition plan quality
CR-06080,Transition-Market,RCP2.6,Very Long (10-30 yr),Likely,42.84,Insurance coverage expanded,Mitigating,Plant Operations,DST-IND,Bank lending tied to transition plan quality
CR-06081,Transition-Market,RCP4.5,Short (0-2 yr),Rare,8.44,Workforce reskilling programme,Closed,CRO Office,MKT-B2B,Bank lending tied to transition plan quality
CR-06082,Transition-Market,RCP4.5,Short (0-2 yr),Rare,1.91,Insurance coverage expanded,Mitigating,CRO Office,PJT-EVS,Bank lending tied to transition plan quality
CR-06083,Transition-Market,RCP4.5,Short (0-2 yr),Rare,6.13,Engineering controls — process,Closed,EHS Director,REG-EUR,Bank lending tied to transition plan quality
CR-06084,Transition-Market,RCP4.5,Short (0-2 yr),Possible,2.79,Customer transition partnership,Open,Investor Relations,PJT-HRT,Bank lending tied to transition plan quality
CR-06085,Transition-Market,RCP4.5,Short (0-2 yr),Possible,3.16,Site-level adaptation plan,Mitigating,CRO Office,RSK-BIO,Bank lending tied to transition plan quality
CR-06086,Transition-Market,RCP4.5,Short (0-2 yr),Possible,3.52,Vendor diversification programme,Closed,Plant Operations,PJT-LIV,Bank lending tied to transition plan quality
CR-06087,Transition-Market,RCP4.5,Medium (2-5 yr),Possible,6.24,Supplier contract pass-through,Open,Legal & Compliance,FNC-HRM,Bank lending tied to transition plan quality
CR-06088,Transition-Market,RCP4.5,Medium (2-5 yr),Likely,13.68,Capex earmarked in 5-yr plan,Mitigating,Procurement,FW-TNFD,Bank lending tied to transition plan quality
CR-06089,Transition-Market,RCP4.5,Medium (2-5 yr),Possible,49.63,Hedging via carbon market,Mitigating,CRO Office,MKT-SMB,Bank lending tied to transition plan quality
CR-06090,Transition-Market,RCP4.5,Medium (2-5 yr),Likely,46.75,Workforce reskilling programme,Mitigating,Sustainability — Climate,PCH-JMG,Bank lending tied to transition plan quality
CR-06091,Transition-Market,RCP4.5,Medium (2-5 yr),Possible,11.28,PPA conversion to renewables,Open,Investor Relations,FW-BRSR,Bank lending tied to transition plan quality
CR-06092,Transition-Market,RCP4.5,Medium (2-5 yr),Likely,3.87,Insurance coverage expanded,Open,Procurement,RSK-LIT,Bank lending tied to transition plan quality
CR-06093,Transition-Market,RCP4.5,Medium (2-5 yr),Possible,7.96,Customer transition partnership,Mitigating,EHS Director,DST-KOL,Bank lending tied to transition plan quality
CR-06094,Transition-Market,RCP4.5,Medium (2-5 yr),Almost Certain,1.98,Site-level adaptation plan,Mitigating,Procurement,OFC-AMD,Bank lending tied to transition plan quality
CR-06095,Transition-Market,RCP4.5,Medium (2-5 yr),Rare,9.23,Customer transition partnership,Mitigating,Investor Relations,OFC-BBS,Bank lending tied to transition plan quality
CR-06096,Transition-Market,RCP4.5,Long (5-10 yr),Possible,2.84,Workforce reskilling programme,Mitigating,Legal & Compliance,RND-HYD,Bank lending tied to transition plan quality
CR-06097,Transition-Market,RCP4.5,Long (5-10 yr),Rare,2.47,Hedging via carbon market,Mitigating,Sustainability — Climate,FW-SBTI,Bank lending tied to transition plan quality
CR-06098,Transition-Market,RCP4.5,Long (5-10 yr),Almost Certain,4.43,Capex earmarked in 5-yr plan,Closed,Procurement,PJT-TAX,Bank lending tied to transition plan quality
CR-06099,Transition-Market,RCP4.5,Long (5-10 yr),Rare,0.5,Supplier contract pass-through,Mitigating,Treasury,PJT-NETZ,Bank lending tied to transition plan quality
CR-06100,Transition-Market,RCP4.5,Long (5-10 yr),Possible,7.92,Engineering controls — process,Mitigating,Plant Operations,OFC-CMB,Bank lending tied to transition plan quality
CR-06101,Transition-Market,RCP4.5,Long (5-10 yr),Rare,22.9,Insurance coverage expanded,Closed,Legal & Compliance,REG-STH,Bank lending tied to transition plan quality
CR-06102,Transition-Market,RCP4.5,Long (5-10 yr),Likely,10.41,Hedging via carbon market,Mitigating,CRO Office,FNC-CSR,Bank lending tied to transition plan quality
CR-06103,Transition-Market,RCP4.5,Long (5-10 yr),Possible,26.11,Capex earmarked in 5-yr plan,Mitigating,EHS Director,PCH-PDP,Bank lending tied to transition plan quality
CR-06104,Transition-Market,RCP4.5,Long (5-10 yr),Rare,1.67,Capex earmarked in 5-yr plan,Closed,Treasury,OFC-DLH,Bank lending tied to transition plan quality
CR-06105,Transition-Market,RCP4.5,Long (5-10 yr),Possible,1.54,Vendor diversification programme,Mitigating,Plant Operations,BIZ-LUB,Bank lending tied to transition plan quality
CR-06106,Transition-Market,RCP4.5,Very Long (10-30 yr),Likely,11.47,PPA conversion to renewables,Closed,Procurement,FW-SASB,Bank lending tied to transition plan quality
CR-06107,Transition-Market,RCP4.5,Very Long (10-30 yr),Possible,45.17,Site-level adaptation plan,Open,Sustainability — Climate,DST-LKO,Bank lending tied to transition plan quality
CR-06108,Transition-Market,RCP4.5,Very Long (10-30 yr),Possible,13.44,Vendor diversification programme,Closed,EHS Director,FNC-IT,Bank lending tied to transition plan quality
CR-06109,Transition-Market,RCP4.5,Very Long (10-30 yr),Likely,8.84,Site-level adaptation plan,Closed,Strategy & Planning,FW-GRI,Bank lending tied to transition plan quality
CR-06110,Transition-Market,RCP4.5,Very Long (10-30 yr),Rare,33.83,Capex earmarked in 5-yr plan,Mitigating,Investor Relations,OFC-CHN,Bank lending tied to transition plan quality
CR-06111,Transition-Market,RCP4.5,Very Long (10-30 yr),Likely,3.17,Vendor diversification programme,Mitigating,Legal & Compliance,MKT-OEM,Bank lending tied to transition plan quality
CR-06112,Transition-Market,RCP8.5,Short (0-2 yr),Likely,19.83,Insurance coverage expanded,Closed,EHS Director,BIZ-PCK,Bank lending tied to transition plan quality
CR-06113,Transition-Market,RCP8.5,Short (0-2 yr),Likely,1.8,Engineering controls — process,Closed,Sustainability — Climate,PJT-CYB,Bank lending tied to transition plan quality
CR-06114,Transition-Market,RCP8.5,Short (0-2 yr),Possible,28.9,Site-level adaptation plan,Mitigating,Procurement,FW-IFRS,Bank lending tied to transition plan quality
CR-06115,Transition-Market,RCP8.5,Short (0-2 yr),Likely,42.17,PPA conversion to renewables,Closed,CRO Office,REG-WST,Bank lending tied to transition plan quality
CR-06116,Transition-Market,RCP8.5,Short (0-2 yr),Possible,31.34,Workforce reskilling programme,Mitigating,CRO Office,MKT-DST,Bank lending tied to transition plan quality
CR-06117,Transition-Market,RCP8.5,Medium (2-5 yr),Possible,9.97,Supplier contract pass-through,Mitigating,Strategy & Planning,PJT-BIO,Bank lending tied to transition plan quality
CR-06118,Transition-Market,RCP8.5,Medium (2-5 yr),Likely,11.35,Engineering controls — process,Mitigating,Treasury,PCH-JMG,Bank lending tied to transition plan quality
CR-06119,Transition-Market,RCP8.5,Medium (2-5 yr),Possible,9.65,Hedging via carbon market,Mitigating,Plant Operations,PJT-CYB,Bank lending tied to transition plan quality
CR-06120,Transition-Market,RCP8.5,Medium (2-5 yr),Almost Certain,7.96,Engineering controls — process,Closed,Investor Relations,DST-HYD,Bank lending tied to transition plan quality
CR-06121,Transition-Market,RCP8.5,Medium (2-5 yr),Rare,42.45,Customer transition partnership,Mitigating,EHS Director,PJT-COM,Bank lending tied to transition plan quality
CR-06122,Transition-Market,RCP8.5,Medium (2-5 yr),Possible,3.65,Site-level adaptation plan,Mitigating,CRO Office,DST-LKO,Bank lending tied to transition plan quality
CR-06123,Transition-Market,RCP8.5,Medium (2-5 yr),Possible,16.84,Vendor diversification programme,Mitigating,EHS Director,PCH-VDR,Bank lending tied to transition plan quality
CR-06124,Transition-Market,RCP8.5,Medium (2-5 yr),Possible,1.34,Hedging via carbon market,Mitigating,Legal & Compliance,PJT-HRT,Bank lending tied to transition plan quality
CR-06125,Transition-Market,RCP8.5,Medium (2-5 yr),Possible,5.86,PPA conversion to renewables,Open,Group HR,PJT-DAT,Bank lending tied to transition plan quality
CR-06126,Transition-Market,RCP8.5,Long (5-10 yr),Possible,3.76,Engineering controls — process,Open,CRO Office,PJT-BIO,Bank lending tied to transition plan quality
CR-06127,Transition-Market,RCP8.5,Long (5-10 yr),Likely,6.79,PPA conversion to renewables,Closed,Sustainability — Climate,MKT-OEM,Bank lending tied to transition plan quality
CR-06128,Transition-Market,RCP8.5,Long (5-10 yr),Possible,19.49,Customer transition partnership,Mitigating,CRO Office,MKT-PSU,Bank lending tied to transition plan quality
CR-06129,Transition-Market,RCP8.5,Long (5-10 yr),Likely,2.61,Site-level adaptation plan,Closed,Sustainability — Climate,OFC-AMD,Bank lending tied to transition plan quality
CR-06130,Transition-Market,RCP8.5,Long (5-10 yr),Possible,25.78,Site-level adaptation plan,Mitigating,Strategy & Planning,PJT-WTR,Bank lending tied to transition plan quality
CR-06131,Transition-Market,RCP8.5,Long (5-10 yr),Possible,1.97,Supplier contract pass-through,Mitigating,Strategy & Planning,LOG-KCH,Bank lending tied to transition plan quality
CR-06132,Transition-Market,RCP8.5,Long (5-10 yr),Likely,1.7,PPA conversion to renewables,Open,Strategy & Planning,PJT-HRT,Bank lending tied to transition plan quality
CR-06133,Transition-Market,RCP8.5,Long (5-10 yr),Possible,34.26,Supplier contract pass-through,Open,CRO Office,OFC-CMB,Bank lending tied to transition plan quality
CR-06134,Transition-Market,RCP8.5,Long (5-10 yr),Possible,2.68,Vendor diversification programme,Closed,EHS Director,MKT-B2B,Bank lending tied to transition plan quality
CR-06135,Transition-Market,RCP8.5,Long (5-10 yr),Almost Certain,23.66,Hedging via carbon market,Mitigating,Procurement,FW-SBTI,Bank lending tied to transition plan quality
CR-06136,Transition-Market,RCP8.5,Very Long (10-30 yr),Possible,32.04,Hedging via carbon market,Mitigating,Plant Operations,FW-BRSR,Bank lending tied to transition plan quality
CR-06137,Transition-Market,RCP8.5,Very Long (10-30 yr),Likely,6.54,Customer transition partnership,Open,Sustainability — Climate,FNC-COR,Bank lending tied to transition plan quality
CR-06138,Transition-Market,RCP8.5,Very Long (10-30 yr),Likely,10.07,Workforce reskilling programme,Mitigating,Sustainability — Climate,RSK-PHY,Bank lending tied to transition plan quality
CR-06139,Transition-Market,RCP8.5,Very Long (10-30 yr),Likely,14.26,Capex earmarked in 5-yr plan,Open,Plant Operations,REG-STH,Bank lending tied to transition plan quality
CR-06140,Transition-Market,RCP8.5,Very Long (10-30 yr),Possible,0.5,PPA conversion to renewables,Mitigating,Group HR,FNC-COM,Bank lending tied to transition plan quality
CR-06141,Transition-Market,RCP8.5,Very Long (10-30 yr),Possible,7.94,Customer transition partnership,Open,EHS Director,RND-HYD,Bank lending tied to transition plan quality
