control_id,process,esg_metric_linked,control_owner,test_date,deficiency_flag,remediation_status,sox_section,control_type,frequency,tester,evidence_doc_id,control_objective,business_unit,grc_tool
ICFR-Gov-04465,Whistleblower Process,,Tax,2021-06-13,Deficiency,Open,302,Corrective,Weekly,Internal Audit (co-source — KPMG),AUD-FY21-Q1-004465,Ensure existence of underlying assets and obligations,PJT-DEI,ServiceNow GRC
ICFR-Gov-04466,Whistleblower Process,,Tax,2021-09-09,None,Not Applicable,302,Corrective,Weekly,Internal Audit (in-house),AUD-FY21-Q2-004466,Ensure proper cut-off of period-end transactions,BIZ-FUE,OneTrust
ICFR-Gov-04467,Whistleblower Process,,Tax,2021-12-17,None,Not Applicable,302,Corrective,Weekly,Internal Audit (co-source — KPMG),AUD-FY21-Q3-004467,Ensure ESG metric calculation conforms to GHG Protocol,MKT-OEM,AuditBoard
ICFR-Gov-04468,Whistleblower Process,,Tax,2022-03-14,Deficiency,In Progress,302,Corrective,Weekly,Internal Audit (co-source — EY),AUD-FY21-Q4-004468,Ensure timely and accurate climate disclosure filing,PCH-DHJ,AuditBoard
ICFR-Gov-04469,Whistleblower Process,,Tax,2022-06-27,None,Not Applicable,302,Corrective,Weekly,Independent — Deloitte,AUD-FY22-Q1-004469,Ensure proper classification in financial statements,RSK-BIO,AuditBoard
ICFR-Gov-04470,Whistleblower Process,,Tax,2022-09-17,Material,In Progress,302,Corrective,Weekly,Internal Audit (co-source — KPMG),AUD-FY22-Q2-004470,Ensure rights & obligations are properly recognised,FW-CDPW,AuditBoard
ICFR-Gov-04471,Whistleblower Process,,Tax,2022-12-16,Deficiency,Closed,302,Corrective,Weekly,Internal Audit (in-house),AUD-FY22-Q3-004471,Ensure proper cut-off of period-end transactions,OFC-JPR,Workiva
ICFR-Gov-04472,Whistleblower Process,,Tax,2023-03-05,Material,Re-test Required,302,Corrective,Weekly,Self-test (Process Owner),AUD-FY22-Q4-004472,Ensure accuracy of recorded amounts and disclosures,DST-HYD,ServiceNow GRC
ICFR-Gov-04473,Whistleblower Process,,Tax,2023-06-18,None,Not Applicable,302,Corrective,Weekly,Self-test (Process Owner),AUD-FY23-Q1-004473,Ensure ESG data lineage and source traceability,OFC-CMB,MetricStream
ICFR-Gov-04474,Whistleblower Process,,Tax,2023-09-24,None,Not Applicable,302,Corrective,Weekly,Internal Audit (in-house),AUD-FY23-Q2-004474,Ensure accuracy of recorded amounts and disclosures,BIZ-LUB,Workiva
ICFR-Gov-04475,Whistleblower Process,,Tax,2023-12-09,Material,Open,302,Corrective,Weekly,Self-test (Process Owner),AUD-FY23-Q3-004475,Ensure proper classification in financial statements,RND-HYD,MetricStream
ICFR-Gov-04476,Whistleblower Process,,Tax,2024-03-21,None,Not Applicable,302,Corrective,Weekly,Internal Audit (co-source — EY),AUD-FY23-Q4-004476,Ensure completeness of recorded transactions in the period,LOG-NSK,Workiva
ICFR-Gov-04477,Whistleblower Process,,Tax,2024-06-06,Significant,Closed,302,Corrective,Weekly,Internal Audit (co-source — KPMG),AUD-FY24-Q1-004477,Ensure proper authorisation of journal entries and adjustments,PCH-PDP,AuditBoard
ICFR-Gov-04478,Whistleblower Process,,Tax,2024-09-17,None,Not Applicable,302,Corrective,Weekly,Independent — PwC,AUD-FY24-Q2-004478,Ensure proper classification in financial statements,PJT-WTR,AuditBoard
ICFR-Gov-04479,Whistleblower Process,,Tax,2024-12-15,Deficiency,In Progress,302,Corrective,Weekly,Self-test (Process Owner),AUD-FY24-Q3-004479,Ensure completeness of recorded transactions in the period,REG-INT,Workiva
ICFR-Gov-04480,Whistleblower Process,,Tax,2025-03-19,Deficiency,Closed,302,Corrective,Weekly,Internal Audit (in-house),AUD-FY24-Q4-004480,Ensure timely and accurate climate disclosure filing,REG-AMR,ServiceNow GRC
ICFR-Gov-04481,Whistleblower Process,,Tax,2025-06-22,Material,In Progress,302,Corrective,Weekly,Independent — PwC,AUD-FY25-Q1-004481,Ensure proper cut-off of period-end transactions,PJT-COC,ServiceNow GRC
ICFR-Gov-04482,Whistleblower Process,,Tax,2025-09-18,None,Not Applicable,302,Corrective,Weekly,Independent — PwC,AUD-FY25-Q2-004482,Ensure ESG metric calculation conforms to GHG Protocol,PJT-DAT,Workiva
ICFR-Gov-04483,Whistleblower Process,,Controller's Office,2021-06-07,None,Not Applicable,302,Preventive,Weekly,Independent — PwC,AUD-FY21-Q1-004483,Ensure rights & obligations are properly recognised,OFC-AMD,ServiceNow GRC
ICFR-Gov-04484,Whistleblower Process,,Controller's Office,2021-09-21,None,Not Applicable,302,Preventive,Weekly,Independent — PwC,AUD-FY21-Q2-004484,Ensure existence of underlying assets and obligations,RSK-SUP,MetricStream
ICFR-Gov-04485,Whistleblower Process,,Controller's Office,2021-12-22,Significant,In Progress,302,Preventive,Weekly,Independent — Deloitte,AUD-FY21-Q3-004485,Ensure accuracy of recorded amounts and disclosures,BIZ-AGR,Workiva
ICFR-Gov-04486,Whistleblower Process,,Controller's Office,2022-03-20,None,Not Applicable,302,Preventive,Weekly,Internal Audit (in-house),AUD-FY21-Q4-004486,Ensure ESG metric calculation conforms to GHG Protocol,MKT-B2C,MetricStream
ICFR-Gov-04487,Whistleblower Process,,Controller's Office,2022-06-19,None,Not Applicable,302,Preventive,Weekly,Internal Audit (co-source — EY),AUD-FY22-Q1-004487,Ensure proper cut-off of period-end transactions,DST-LKO,ServiceNow GRC
ICFR-Gov-04488,Whistleblower Process,,Controller's Office,2022-09-07,None,Not Applicable,302,Preventive,Weekly,Internal Audit (co-source — EY),AUD-FY22-Q2-004488,Ensure ESG data lineage and source traceability,DST-KOL,Workiva
ICFR-Gov-04489,Whistleblower Process,,Controller's Office,2022-12-20,Material,Re-test Required,302,Preventive,Weekly,Internal Audit (co-source — EY),AUD-FY22-Q3-004489,Ensure proper authorisation of journal entries and adjustments,PJT-BIO,AuditBoard
ICFR-Gov-04490,Whistleblower Process,,Controller's Office,2023-03-18,Material,In Progress,302,Preventive,Weekly,Internal Audit (co-source — EY),AUD-FY22-Q4-004490,Ensure completeness of recorded transactions in the period,PJT-HRT,AuditBoard
ICFR-Gov-04491,Whistleblower Process,,Controller's Office,2023-06-27,None,Not Applicable,302,Preventive,Weekly,Independent — Deloitte,AUD-FY23-Q1-004491,Ensure ESG data lineage and source traceability,RND-PUN,ServiceNow GRC
ICFR-Gov-04492,Whistleblower Process,,Controller's Office,2023-09-13,Significant,In Progress,302,Preventive,Weekly,Independent — PwC,AUD-FY23-Q2-004492,Ensure completeness of recorded transactions in the period,MKT-SMB,ServiceNow GRC
ICFR-Gov-04493,Whistleblower Process,,Controller's Office,2023-12-18,None,Not Applicable,302,Preventive,Weekly,Internal Audit (co-source — EY),AUD-FY23-Q3-004493,Ensure proper authorisation of journal entries and adjustments,FNC-COR,MetricStream
ICFR-Gov-04494,Whistleblower Process,,Controller's Office,2024-03-28,Deficiency,Open,302,Preventive,Weekly,Self-test (Process Owner),AUD-FY23-Q4-004494,Ensure proper classification in financial statements,PJT-NETZ,OneTrust
ICFR-Gov-04495,Whistleblower Process,,Controller's Office,2024-06-07,None,Not Applicable,302,Preventive,Weekly,Internal Audit (co-source — KPMG),AUD-FY24-Q1-004495,Ensure existence of underlying assets and obligations,BIZ-PLM,OneTrust
ICFR-Gov-04496,Whistleblower Process,,Controller's Office,2024-09-10,Significant,Closed,302,Preventive,Weekly,Internal Audit (in-house),AUD-FY24-Q2-004496,Ensure timely and accurate climate disclosure filing,PJT-DIG,AuditBoard
ICFR-Gov-04497,Whistleblower Process,,Controller's Office,2024-12-06,None,Not Applicable,302,Preventive,Weekly,Independent — PwC,AUD-FY24-Q3-004497,Ensure accuracy of recorded amounts and disclosures,PJT-BIO,OneTrust
ICFR-Gov-04498,Whistleblower Process,,Controller's Office,2025-03-12,None,Not Applicable,302,Preventive,Weekly,Independent — Deloitte,AUD-FY24-Q4-004498,Ensure accuracy of recorded amounts and disclosures,PCH-PDP,Workiva
ICFR-Gov-04499,Whistleblower Process,,Controller's Office,2025-06-28,None,Not Applicable,302,Preventive,Weekly,Internal Audit (in-house),AUD-FY25-Q1-004499,Ensure completeness of recorded transactions in the period,FW-BRSR,MetricStream
ICFR-Gov-04500,Whistleblower Process,,Controller's Office,2025-09-07,None,Not Applicable,302,Preventive,Weekly,Internal Audit (in-house),AUD-FY25-Q2-004500,Ensure ESG metric calculation conforms to GHG Protocol,MKT-SMB,ServiceNow GRC
ICFR-Gov-04501,Whistleblower Process,,HR Operations,2021-06-08,Deficiency,Tested — Passed,302,Detective,Daily,Independent — PwC,AUD-FY21-Q1-004501,Ensure ESG metric calculation conforms to GHG Protocol,BIZ-PCK,ServiceNow GRC
ICFR-Gov-04502,Whistleblower Process,,HR Operations,2021-09-15,Deficiency,Open,302,Detective,Daily,Internal Audit (in-house),AUD-FY21-Q2-004502,Ensure rights & obligations are properly recognised,FW-TCFD,MetricStream
ICFR-Gov-04503,Whistleblower Process,,HR Operations,2021-12-28,None,Not Applicable,302,Detective,Daily,Independent — PwC,AUD-FY21-Q3-004503,Ensure rights & obligations are properly recognised,PJT-COM,AuditBoard
ICFR-Gov-04504,Whistleblower Process,,HR Operations,2022-03-13,None,Not Applicable,302,Detective,Daily,Internal Audit (co-source — KPMG),AUD-FY21-Q4-004504,Ensure accuracy of recorded amounts and disclosures,REG-INT,Workiva
ICFR-Gov-04505,Whistleblower Process,,HR Operations,2022-06-10,None,Not Applicable,302,Detective,Daily,Internal Audit (co-source — EY),AUD-FY22-Q1-004505,Ensure accuracy of recorded amounts and disclosures,RSK-PHY,ServiceNow GRC
ICFR-Gov-04506,Whistleblower Process,,HR Operations,2022-09-23,Significant,In Progress,302,Detective,Daily,Self-test (Process Owner),AUD-FY22-Q2-004506,Ensure existence of underlying assets and obligations,RND-SRT,MetricStream
ICFR-Gov-04507,Whistleblower Process,,HR Operations,2022-12-28,Material,In Progress,302,Detective,Daily,Internal Audit (co-source — KPMG),AUD-FY22-Q3-004507,Ensure accuracy of recorded amounts and disclosures,PJT-TAX,OneTrust
ICFR-Gov-04508,Whistleblower Process,,HR Operations,2023-03-10,Deficiency,Tested — Passed,302,Detective,Daily,Self-test (Process Owner),AUD-FY22-Q4-004508,Ensure completeness of recorded transactions in the period,FW-SASB,AuditBoard
ICFR-Gov-04509,Whistleblower Process,,HR Operations,2023-06-17,None,Not Applicable,302,Detective,Daily,Internal Audit (co-source — EY),AUD-FY23-Q1-004509,Ensure ESG data lineage and source traceability,PJT-RNW,Workiva
ICFR-Gov-04510,Whistleblower Process,,HR Operations,2023-09-17,Deficiency,Tested — Passed,302,Detective,Daily,Internal Audit (in-house),AUD-FY23-Q2-004510,Ensure completeness of recorded transactions in the period,PJT-WHB,Workiva
ICFR-Gov-04511,Whistleblower Process,,HR Operations,2023-12-09,Deficiency,Open,302,Detective,Daily,Internal Audit (co-source — EY),AUD-FY23-Q3-004511,Ensure proper authorisation of journal entries and adjustments,PCH-JMG,OneTrust
ICFR-Gov-04512,Whistleblower Process,,HR Operations,2024-03-21,Significant,Tested — Failed,302,Detective,Daily,Self-test (Process Owner),AUD-FY23-Q4-004512,Ensure accuracy of recorded amounts and disclosures,PJT-BIO,MetricStream
ICFR-Gov-04513,Whistleblower Process,,HR Operations,2024-06-22,Material,Open,302,Detective,Daily,Internal Audit (in-house),AUD-FY24-Q1-004513,Ensure proper cut-off of period-end transactions,FNC-IT,MetricStream
ICFR-Gov-04514,Whistleblower Process,,HR Operations,2024-09-28,None,Not Applicable,302,Detective,Daily,Internal Audit (co-source — KPMG),AUD-FY24-Q2-004514,Ensure timely and accurate climate disclosure filing,RSK-WTR,MetricStream
ICFR-Gov-04515,Whistleblower Process,,HR Operations,2024-12-09,Material,In Progress,302,Detective,Daily,Internal Audit (in-house),AUD-FY24-Q3-004515,Ensure ESG data lineage and source traceability,BIZ-FUE,AuditBoard
ICFR-Gov-04516,Whistleblower Process,,HR Operations,2025-03-20,Deficiency,Open,302,Detective,Daily,Internal Audit (in-house),AUD-FY24-Q4-004516,Ensure proper cut-off of period-end transactions,BIZ-HYD,AuditBoard
ICFR-Gov-04517,Whistleblower Process,,HR Operations,2025-06-16,None,Not Applicable,302,Detective,Daily,Internal Audit (in-house),AUD-FY25-Q1-004517,Ensure existence of underlying assets and obligations,REG-EST,Workiva
ICFR-Gov-04518,Whistleblower Process,,HR Operations,2025-09-28,None,Not Applicable,302,Detective,Daily,Internal Audit (in-house),AUD-FY25-Q2-004518,Ensure ESG data lineage and source traceability,PJT-LIV,OneTrust
ICFR-Gov-04519,Whistleblower Process,,Sustainability — Climate,2021-06-18,None,Not Applicable,302,Detective,Daily,Internal Audit (co-source — KPMG),AUD-FY21-Q1-004519,Ensure ESG data lineage and source traceability,MKT-SMB,MetricStream
ICFR-Gov-04520,Whistleblower Process,,Sustainability — Climate,2021-09-26,None,Not Applicable,302,Detective,Daily,Independent — Deloitte,AUD-FY21-Q2-004520,Ensure existence of underlying assets and obligations,OFC-AMD,Workiva
ICFR-Gov-04521,Whistleblower Process,,Sustainability — Climate,2021-12-22,None,Not Applicable,302,Detective,Daily,Internal Audit (in-house),AUD-FY21-Q3-004521,Ensure timely and accurate climate disclosure filing,REG-WST,OneTrust
ICFR-Gov-04522,Whistleblower Process,,Sustainability — Climate,2022-03-19,None,Not Applicable,302,Detective,Daily,Self-test (Process Owner),AUD-FY21-Q4-004522,Ensure rights & obligations are properly recognised,PJT-HRT,Workiva
ICFR-Gov-04523,Whistleblower Process,,Sustainability — Climate,2022-06-07,Significant,In Progress,302,Detective,Daily,Independent — Deloitte,AUD-FY22-Q1-004523,Ensure rights & obligations are properly recognised,MKT-OEM,OneTrust
ICFR-Gov-04524,Whistleblower Process,,Sustainability — Climate,2022-09-08,None,Not Applicable,302,Detective,Daily,Independent — PwC,AUD-FY22-Q2-004524,Ensure ESG metric calculation conforms to GHG Protocol,FW-SBTI,MetricStream
ICFR-Gov-04525,Whistleblower Process,,Sustainability — Climate,2022-12-21,None,Not Applicable,302,Detective,Daily,Self-test (Process Owner),AUD-FY22-Q3-004525,Ensure accuracy of recorded amounts and disclosures,PJT-EVS,AuditBoard
ICFR-Gov-04526,Whistleblower Process,,Sustainability — Climate,2023-03-13,Deficiency,Tested — Passed,302,Detective,Daily,Internal Audit (co-source — EY),AUD-FY22-Q4-004526,Ensure ESG data lineage and source traceability,FNC-CSR,OneTrust
ICFR-Gov-04527,Whistleblower Process,,Sustainability — Climate,2023-06-05,None,Not Applicable,302,Detective,Daily,Internal Audit (co-source — EY),AUD-FY23-Q1-004527,Ensure ESG metric calculation conforms to GHG Protocol,MKT-DST,OneTrust
ICFR-Gov-04528,Whistleblower Process,,Sustainability — Climate,2023-09-16,None,Not Applicable,302,Detective,Daily,Internal Audit (in-house),AUD-FY23-Q2-004528,Ensure proper classification in financial statements,RSK-SUP,OneTrust
ICFR-Gov-04529,Whistleblower Process,,Sustainability — Climate,2023-12-26,None,Not Applicable,302,Detective,Daily,Internal Audit (co-source — EY),AUD-FY23-Q3-004529,Ensure ESG data lineage and source traceability,PJT-DIG,ServiceNow GRC
ICFR-Gov-04530,Whistleblower Process,,Sustainability — Climate,2024-03-25,None,Not Applicable,302,Detective,Daily,Self-test (Process Owner),AUD-FY23-Q4-004530,Ensure accuracy of recorded amounts and disclosures,RND-PUN,AuditBoard
ICFR-Gov-04531,Whistleblower Process,,Sustainability — Climate,2024-06-06,None,Not Applicable,302,Detective,Daily,Internal Audit (co-source — EY),AUD-FY24-Q1-004531,Ensure proper classification in financial statements,PJT-EVS,OneTrust
ICFR-Gov-04532,Whistleblower Process,,Sustainability — Climate,2024-09-15,Significant,Tested — Failed,302,Detective,Daily,Internal Audit (in-house),AUD-FY24-Q2-004532,Ensure proper cut-off of period-end transactions,MKT-DTC,MetricStream
ICFR-Gov-04533,Whistleblower Process,,Sustainability — Climate,2024-12-21,None,Not Applicable,302,Detective,Daily,Internal Audit (co-source — EY),AUD-FY24-Q3-004533,Ensure completeness of recorded transactions in the period,LOG-KCH,ServiceNow GRC
ICFR-Gov-04534,Whistleblower Process,,Sustainability — Climate,2025-03-27,Significant,Tested — Failed,302,Detective,Daily,Internal Audit (co-source — EY),AUD-FY24-Q4-004534,Ensure ESG data lineage and source traceability,MKT-B2B,OneTrust
ICFR-Gov-04535,Whistleblower Process,,Sustainability — Climate,2025-06-14,None,Not Applicable,302,Detective,Daily,Internal Audit (co-source — EY),AUD-FY25-Q1-004535,Ensure ESG metric calculation conforms to GHG Protocol,DST-IND,OneTrust
ICFR-Gov-04536,Whistleblower Process,,Sustainability — Climate,2025-09-07,None,Not Applicable,302,Detective,Daily,Independent — Deloitte,AUD-FY25-Q2-004536,Ensure timely and accurate climate disclosure filing,OFC-DLH,AuditBoard
ICFR-ESG-04537,ESG Data Lineage Validation,E01,ESG Reporting,2021-06-20,Significant,Re-test Required,404,Preventive,Annual,Independent — Deloitte,AUD-FY21-Q1-004537,Ensure existence of underlying assets and obligations,FW-CSRD,ServiceNow GRC
ICFR-ESG-04538,ESG Data Lineage Validation,E01,ESG Reporting,2021-09-15,Deficiency,Tested — Passed,404,Preventive,Annual,Internal Audit (co-source — EY),AUD-FY21-Q2-004538,Ensure completeness of recorded transactions in the period,PCH-NGT,MetricStream
ICFR-ESG-04539,ESG Data Lineage Validation,E10,ESG Reporting,2021-12-15,Significant,Closed,404,Preventive,Annual,Independent — Deloitte,AUD-FY21-Q3-004539,Ensure proper authorisation of journal entries and adjustments,LOG-KCH,AuditBoard
ICFR-ESG-04540,ESG Data Lineage Validation,E10,ESG Reporting,2022-03-25,None,Not Applicable,404,Preventive,Annual,Internal Audit (co-source — KPMG),AUD-FY21-Q4-004540,Ensure timely and accurate climate disclosure filing,LOG-KND,OneTrust
ICFR-ESG-04541,ESG Data Lineage Validation,E01,ESG Reporting,2022-06-07,Deficiency,Closed,404,Preventive,Annual,Independent — PwC,AUD-FY22-Q1-004541,Ensure proper cut-off of period-end transactions,BIZ-SPC,AuditBoard
ICFR-ESG-04542,ESG Data Lineage Validation,E01,ESG Reporting,2022-09-27,None,Not Applicable,404,Preventive,Annual,Independent — Deloitte,AUD-FY22-Q2-004542,Ensure ESG metric calculation conforms to GHG Protocol,PJT-RNW,OneTrust
ICFR-ESG-04543,ESG Data Lineage Validation,G19,ESG Reporting,2022-12-19,Significant,In Progress,404,Preventive,Annual,Internal Audit (co-source — EY),AUD-FY22-Q3-004543,Ensure timely and accurate climate disclosure filing,PJT-CYB,OneTrust
ICFR-ESG-04544,ESG Data Lineage Validation,S14,ESG Reporting,2023-03-20,Significant,Closed,404,Preventive,Annual,Internal Audit (co-source — EY),AUD-FY22-Q4-004544,Ensure ESG data lineage and source traceability,PJT-CCS,ServiceNow GRC
ICFR-ESG-04545,ESG Data Lineage Validation,G06,ESG Reporting,2023-06-24,Significant,Re-test Required,404,Preventive,Annual,Internal Audit (in-house),AUD-FY23-Q1-004545,Ensure timely and accurate climate disclosure filing,FW-GRI,Workiva
ICFR-ESG-04546,ESG Data Lineage Validation,G19,ESG Reporting,2023-09-24,Material,Re-test Required,404,Preventive,Annual,Internal Audit (co-source — EY),AUD-FY23-Q2-004546,Ensure rights & obligations are properly recognised,OFC-KCH,OneTrust
ICFR-ESG-04547,ESG Data Lineage Validation,G24,ESG Reporting,2023-12-15,Significant,Closed,404,Preventive,Annual,Internal Audit (in-house),AUD-FY23-Q3-004547,Ensure rights & obligations are properly recognised,FW-TCFD,ServiceNow GRC
ICFR-ESG-04548,ESG Data Lineage Validation,G19,ESG Reporting,2024-03-19,Material,Re-test Required,404,Preventive,Annual,Independent — PwC,AUD-FY23-Q4-004548,Ensure rights & obligations are properly recognised,BIZ-PCK,AuditBoard
ICFR-ESG-04549,ESG Data Lineage Validation,E01,ESG Reporting,2024-06-21,None,Not Applicable,404,Preventive,Annual,Self-test (Process Owner),AUD-FY24-Q1-004549,Ensure rights & obligations are properly recognised,BIZ-HYD,Workiva
ICFR-ESG-04550,ESG Data Lineage Validation,E10,ESG Reporting,2024-09-14,None,Not Applicable,404,Preventive,Annual,Internal Audit (co-source — KPMG),AUD-FY24-Q2-004550,Ensure accuracy of recorded amounts and disclosures,FW-BRSR,ServiceNow GRC
ICFR-ESG-04551,ESG Data Lineage Validation,S14,ESG Reporting,2024-12-23,None,Not Applicable,404,Preventive,Annual,Independent — PwC,AUD-FY24-Q3-004551,Ensure accuracy of recorded amounts and disclosures,REG-WST,Workiva
ICFR-ESG-04552,ESG Data Lineage Validation,S06,ESG Reporting,2025-03-19,None,Not Applicable,404,Preventive,Annual,Internal Audit (co-source — EY),AUD-FY24-Q4-004552,Ensure ESG metric calculation conforms to GHG Protocol,PJT-DIG,AuditBoard
ICFR-ESG-04553,ESG Data Lineage Validation,G19,ESG Reporting,2025-06-13,Deficiency,Tested — Passed,404,Preventive,Annual,Internal Audit (in-house),AUD-FY25-Q1-004553,Ensure existence of underlying assets and obligations,RSK-DAT,Workiva
ICFR-ESG-04554,ESG Data Lineage Validation,E10,ESG Reporting,2025-09-19,Material,Open,404,Preventive,Annual,Self-test (Process Owner),AUD-FY25-Q2-004554,Ensure ESG data lineage and source traceability,LOG-NSK,AuditBoard
ICFR-ESG-04555,ESG Data Lineage Validation,S14,Investor Relations,2021-06-23,Significant,Re-test Required,404,Corrective,Weekly,Internal Audit (co-source — KPMG),AUD-FY21-Q1-004555,Ensure proper classification in financial statements,FW-GRI,OneTrust
ICFR-ESG-04556,ESG Data Lineage Validation,E10,Investor Relations,2021-09-10,Significant,Tested — Failed,404,Corrective,Weekly,Internal Audit (co-source — EY),AUD-FY21-Q2-004556,Ensure proper classification in financial statements,BIZ-LUB,OneTrust
ICFR-ESG-04557,ESG Data Lineage Validation,S06,Investor Relations,2021-12-21,Significant,Tested — Failed,404,Corrective,Weekly,Independent — PwC,AUD-FY21-Q3-004557,Ensure completeness of recorded transactions in the period,PJT-AUD,OneTrust
ICFR-ESG-04558,ESG Data Lineage Validation,E14,Investor Relations,2022-03-06,None,Not Applicable,404,Corrective,Weekly,Independent — PwC,AUD-FY21-Q4-004558,Ensure timely and accurate climate disclosure filing,RSK-WTR,Workiva
ICFR-ESG-04559,ESG Data Lineage Validation,G06,Investor Relations,2022-06-26,None,Not Applicable,404,Corrective,Weekly,Internal Audit (co-source — EY),AUD-FY22-Q1-004559,Ensure proper cut-off of period-end transactions,OFC-DLH,OneTrust
ICFR-ESG-04560,ESG Data Lineage Validation,G19,Investor Relations,2022-09-10,Deficiency,Tested — Passed,404,Corrective,Weekly,Independent — Deloitte,AUD-FY22-Q2-004560,Ensure existence of underlying assets and obligations,DST-LKO,AuditBoard
ICFR-ESG-04561,ESG Data Lineage Validation,E14,Investor Relations,2022-12-07,Deficiency,In Progress,404,Corrective,Weekly,Independent — PwC,AUD-FY22-Q3-004561,Ensure ESG data lineage and source traceability,PJT-SAF,ServiceNow GRC
ICFR-ESG-04562,ESG Data Lineage Validation,G19,Investor Relations,2023-03-25,None,Not Applicable,404,Corrective,Weekly,Independent — Deloitte,AUD-FY22-Q4-004562,Ensure proper cut-off of period-end transactions,RSK-DAT,MetricStream
ICFR-ESG-04563,ESG Data Lineage Validation,G19,Investor Relations,2023-06-12,None,Not Applicable,404,Corrective,Weekly,Independent — PwC,AUD-FY23-Q1-004563,Ensure ESG data lineage and source traceability,PJT-HRT,MetricStream
ICFR-ESG-04564,ESG Data Lineage Validation,S06,Investor Relations,2023-09-06,None,Not Applicable,404,Corrective,Weekly,Internal Audit (in-house),AUD-FY23-Q2-004564,Ensure timely and accurate climate disclosure filing,RND-BLR,MetricStream
ICFR-ESG-04565,ESG Data Lineage Validation,E14,Investor Relations,2023-12-22,None,Not Applicable,404,Corrective,Weekly,Internal Audit (in-house),AUD-FY23-Q3-004565,Ensure proper cut-off of period-end transactions,BIZ-PCK,OneTrust
ICFR-ESG-04566,ESG Data Lineage Validation,G19,Investor Relations,2024-03-28,None,Not Applicable,404,Corrective,Weekly,Independent — PwC,AUD-FY23-Q4-004566,Ensure rights & obligations are properly recognised,DST-LKO,Workiva
ICFR-ESG-04567,ESG Data Lineage Validation,G19,Investor Relations,2024-06-27,None,Not Applicable,404,Corrective,Weekly,Self-test (Process Owner),AUD-FY24-Q1-004567,Ensure ESG metric calculation conforms to GHG Protocol,REG-WST,ServiceNow GRC
ICFR-ESG-04568,ESG Data Lineage Validation,E10,Investor Relations,2024-09-14,None,Not Applicable,404,Corrective,Weekly,Internal Audit (co-source — EY),AUD-FY24-Q2-004568,Ensure accuracy of recorded amounts and disclosures,BIZ-FUE,Workiva
ICFR-ESG-04569,ESG Data Lineage Validation,G19,Investor Relations,2024-12-16,None,Not Applicable,404,Corrective,Weekly,Independent — PwC,AUD-FY24-Q3-004569,Ensure proper authorisation of journal entries and adjustments,BIZ-LUB,OneTrust
ICFR-ESG-04570,ESG Data Lineage Validation,G06,Investor Relations,2025-03-25,None,Not Applicable,404,Corrective,Weekly,Internal Audit (co-source — EY),AUD-FY24-Q4-004570,Ensure existence of underlying assets and obligations,RSK-REG,MetricStream
ICFR-ESG-04571,ESG Data Lineage Validation,E10,Investor Relations,2025-06-09,Significant,Tested — Failed,404,Corrective,Weekly,Independent — PwC,AUD-FY25-Q1-004571,Ensure proper classification in financial statements,RND-PUN,MetricStream
ICFR-ESG-04572,ESG Data Lineage Validation,E14,Investor Relations,2025-09-10,Deficiency,Tested — Passed,404,Corrective,Weekly,Internal Audit (co-source — EY),AUD-FY25-Q2-004572,Ensure rights & obligations are properly recognised,PCH-PDP,OneTrust
ICFR-ESG-04573,ESG Data Lineage Validation,S14,Legal & Compliance,2021-06-17,None,Not Applicable,404,Preventive,Annual,Internal Audit (in-house),AUD-FY21-Q1-004573,Ensure proper cut-off of period-end transactions,PJT-BIO,OneTrust
ICFR-ESG-04574,ESG Data Lineage Validation,G24,Legal & Compliance,2021-09-19,Significant,In Progress,404,Preventive,Annual,Independent — PwC,AUD-FY21-Q2-004574,Ensure ESG data lineage and source traceability,LOG-TUT,ServiceNow GRC
ICFR-ESG-04575,ESG Data Lineage Validation,G24,Legal & Compliance,2021-12-27,Deficiency,Closed,404,Preventive,Annual,Internal Audit (co-source — KPMG),AUD-FY21-Q3-004575,Ensure ESG data lineage and source traceability,PJT-SAF,Workiva
ICFR-ESG-04576,ESG Data Lineage Validation,S06,Legal & Compliance,2022-03-26,None,Not Applicable,404,Preventive,Annual,Self-test (Process Owner),AUD-FY21-Q4-004576,Ensure accuracy of recorded amounts and disclosures,PJT-DIG,MetricStream
ICFR-ESG-04577,ESG Data Lineage Validation,G06,Legal & Compliance,2022-06-13,None,Not Applicable,404,Preventive,Annual,Independent — PwC,AUD-FY22-Q1-004577,Ensure rights & obligations are properly recognised,REG-INT,ServiceNow GRC
ICFR-ESG-04578,ESG Data Lineage Validation,E10,Legal & Compliance,2022-09-13,Deficiency,Tested — Passed,404,Preventive,Annual,Independent — PwC,AUD-FY22-Q2-004578,Ensure ESG metric calculation conforms to GHG Protocol,PJT-NETZ,ServiceNow GRC
ICFR-ESG-04579,ESG Data Lineage Validation,S14,Legal & Compliance,2022-12-22,Deficiency,Open,404,Preventive,Annual,Independent — Deloitte,AUD-FY22-Q3-004579,Ensure ESG metric calculation conforms to GHG Protocol,OFC-CHN,AuditBoard
ICFR-ESG-04580,ESG Data Lineage Validation,S14,Legal & Compliance,2023-03-15,None,Not Applicable,404,Preventive,Annual,Internal Audit (co-source — KPMG),AUD-FY22-Q4-004580,Ensure proper cut-off of period-end transactions,FNC-CSR,ServiceNow GRC
