year,quarter,energy_source,consumption_mwh,cost_inr_lakhs,location,renewable,facility_type,tariff_inr_per_kwh,contract_id,supplier,peak_demand_kw,load_factor_pct,meter_id
2022,Q4,Solar (rooftop+OPEN),1236.537,47.41,Tuticorin Port Cluster,Yes,Logistics,3.9,TAT-2022-7258,Tata Power Solar PPA,840.0,52.8,MTR-952073
2022,Q4,Wind PPA,650.566,28.19,Tuticorin Port Cluster,Yes,Logistics,4.4,REN-2022-3220,ReNew Power PPA-2031,773.6,68.6,MTR-266526
2022,Q4,Biomass,490.758,25.97,Tuticorin Port Cluster,Yes,Logistics,5.5,PEL-2022-6344,Pellet Plant — local,468.5,69.2,MTR-085983
2022,Q4,Green Hydrogen Pilot,269.506,46.09,Tuticorin Port Cluster,Yes,Logistics,18.0,L&T-2022-9280,L&T Hydrogen Pilot,255.8,64.9,MTR-648698
2022,Q4,Grid Electricity,4390.242,313.22,Kolkata Distribution,No,Distribution,7.2,DIS-2022-5367,DISCOM HT-Cat-A,3357.4,82.6,MTR-982099
2022,Q4,Diesel Generators,306.209,28.7,Kolkata Distribution,No,Distribution,9.5,ON--2022-1744,On-site fuel,357.7,49.0,MTR-978563
2022,Q4,Natural Gas,1436.836,83.35,Kolkata Distribution,No,Distribution,5.8,GAI-2022-8639,GAIL APM,1275.4,73.5,MTR-226085
2022,Q4,Coal,372.851,16.35,Kolkata Distribution,No,Distribution,4.2,COA-2022-9118,Coal India e-auction,398.4,67.6,MTR-103211
2022,Q4,Furnace Oil,176.462,10.69,Kolkata Distribution,No,Distribution,6.1,IOC-2022-7960,IOCL bulk supply,158.5,81.8,MTR-656303
2022,Q4,Solar (rooftop+OPEN),1528.554,57.49,Kolkata Distribution,Yes,Distribution,3.9,TAT-2022-4910,Tata Power Solar PPA,1386.2,63.4,MTR-599096
2022,Q4,Wind PPA,756.692,32.1,Kolkata Distribution,Yes,Distribution,4.4,REN-2022-1228,ReNew Power PPA-2031,511.2,56.2,MTR-913548
2022,Q4,Biomass,600.143,33.63,Kolkata Distribution,Yes,Distribution,5.5,PEL-2022-5824,Pellet Plant — local,675.0,84.2,MTR-247464
2022,Q4,Green Hydrogen Pilot,399.874,73.17,Kolkata Distribution,Yes,Distribution,18.0,L&T-2022-4168,L&T Hydrogen Pilot,274.3,61.7,MTR-001676
2022,Q4,Grid Electricity,3516.547,247.94,Hyderabad Distribution,No,Distribution,7.2,DIS-2022-9038,DISCOM HT-Cat-A,3112.8,70.8,MTR-193928
2022,Q4,Diesel Generators,268.42,26.14,Hyderabad Distribution,No,Distribution,9.5,ON--2022-7073,On-site fuel,177.5,64.2,MTR-952009
2022,Q4,Natural Gas,1248.124,68.85,Hyderabad Distribution,No,Distribution,5.8,GAI-2022-3310,GAIL APM,1070.6,59.0,MTR-872556
2022,Q4,Coal,272.307,11.16,Hyderabad Distribution,No,Distribution,4.2,COA-2022-3789,Coal India e-auction,280.4,50.7,MTR-129765
2022,Q4,Furnace Oil,178.09,10.4,Hyderabad Distribution,No,Distribution,6.1,IOC-2022-2631,IOCL bulk supply,139.9,81.5,MTR-480275
2022,Q4,Solar (rooftop+OPEN),1104.62,44.69,Hyderabad Distribution,Yes,Distribution,3.9,TAT-2022-8581,Tata Power Solar PPA,1235.8,73.1,MTR-572542
2022,Q4,Wind PPA,520.257,24.14,Hyderabad Distribution,Yes,Distribution,4.4,REN-2022-6557,ReNew Power PPA-2031,399.9,68.3,MTR-886994
2022,Q4,Biomass,469.997,25.39,Hyderabad Distribution,Yes,Distribution,5.5,PEL-2022-1505,Pellet Plant — local,383.4,70.1,MTR-725981
2022,Q4,Green Hydrogen Pilot,281.359,51.33,Hyderabad Distribution,Yes,Distribution,18.0,L&T-2022-9497,L&T Hydrogen Pilot,213.2,69.5,MTR-028230
2022,Q4,Grid Electricity,2538.965,173.72,Lucknow Distribution,No,Distribution,7.2,DIS-2022-1454,DISCOM HT-Cat-A,2412.7,70.6,MTR-309765
2022,Q4,Diesel Generators,186.143,16.87,Lucknow Distribution,No,Distribution,9.5,ON--2022-8831,On-site fuel,182.1,71.2,MTR-865293
2022,Q4,Natural Gas,1026.356,61.96,Lucknow Distribution,No,Distribution,5.8,GAI-2022-4726,GAIL APM,702.5,48.5,MTR-822632
2022,Q4,Coal,267.616,12.13,Lucknow Distribution,No,Distribution,4.2,COA-2022-5923,Coal India e-auction,286.4,62.0,MTR-755572
2022,Q4,Furnace Oil,155.469,9.73,Lucknow Distribution,No,Distribution,6.1,IOC-2022-4047,IOCL bulk supply,177.7,60.8,MTR-103377
2022,Q4,Solar (rooftop+OPEN),940.517,37.04,Lucknow Distribution,Yes,Distribution,3.9,TAT-2022-1131,Tata Power Solar PPA,669.3,68.0,MTR-946734
2022,Q4,Wind PPA,553.055,26.06,Lucknow Distribution,Yes,Distribution,4.4,REN-2022-5141,ReNew Power PPA-2031,416.1,51.0,MTR-510096
2022,Q4,Biomass,396.224,21.37,Lucknow Distribution,Yes,Distribution,5.5,PEL-2022-9217,Pellet Plant — local,271.8,80.6,MTR-091322
2022,Q4,Green Hydrogen Pilot,255.787,45.63,Lucknow Distribution,Yes,Distribution,18.0,L&T-2022-6407,L&T Hydrogen Pilot,260.4,56.5,MTR-654037
2022,Q4,Grid Electricity,2399.075,166.69,Indore Distribution,No,Distribution,7.2,DIS-2022-7359,DISCOM HT-Cat-A,2833.1,79.7,MTR-558458
2022,Q4,Diesel Generators,172.187,15.96,Indore Distribution,No,Distribution,9.5,ON--2022-8752,On-site fuel,186.6,65.9,MTR-561994
2022,Q4,Natural Gas,954.423,54.8,Indore Distribution,No,Distribution,5.8,GAI-2022-3806,GAIL APM,974.1,85.7,MTR-457354
2022,Q4,Coal,215.279,9.18,Indore Distribution,No,Distribution,4.2,COA-2022-2110,Coal India e-auction,254.3,62.8,MTR-428318
2022,Q4,Furnace Oil,108.717,7.09,Indore Distribution,No,Distribution,6.1,IOC-2022-7873,IOCL bulk supply,128.7,74.9,MTR-887572
2022,Q4,Solar (rooftop+OPEN),996.956,40.52,Indore Distribution,Yes,Distribution,3.9,TAT-2022-1923,Tata Power Solar PPA,1060.0,50.0,MTR-211656
2022,Q4,Wind PPA,435.842,18.51,Indore Distribution,Yes,Distribution,4.4,REN-2022-2892,ReNew Power PPA-2031,287.6,82.2,MTR-378100
2022,Q4,Biomass,355.51,18.6,Indore Distribution,Yes,Distribution,5.5,PEL-2022-7816,Pellet Plant — local,270.9,53.3,MTR-788022
2022,Q4,Green Hydrogen Pilot,191.216,33.49,Indore Distribution,Yes,Distribution,18.0,L&T-2022-2176,L&T Hydrogen Pilot,198.6,66.4,MTR-529853
2022,Q4,Grid Electricity,4416.994,313.54,Pune R&D Center,No,R&D,7.2,DIS-2022-2025,DISCOM HT-Cat-A,4184.8,53.5,MTR-232127
2022,Q4,Diesel Generators,338.616,31.96,Pune R&D Center,No,R&D,9.5,ON--2022-7352,On-site fuel,346.1,68.6,MTR-942931
2022,Q4,Natural Gas,1467.061,82.76,Pune R&D Center,No,R&D,5.8,GAI-2022-5706,GAIL APM,964.4,72.6,MTR-923582
2022,Q4,Coal,349.843,15.16,Pune R&D Center,No,R&D,4.2,COA-2022-9389,Coal India e-auction,264.9,52.7,MTR-968682
2022,Q4,Furnace Oil,202.61,11.75,Pune R&D Center,No,R&D,6.1,IOC-2022-6257,IOCL bulk supply,205.7,70.6,MTR-827632
2022,Q4,Solar (rooftop+OPEN),1458.225,57.47,Pune R&D Center,Yes,R&D,3.9,TAT-2022-5181,Tata Power Solar PPA,1158.5,81.2,MTR-401097
2022,Q4,Wind PPA,786.747,35.99,Pune R&D Center,Yes,R&D,4.4,REN-2022-7996,ReNew Power PPA-2031,717.0,83.2,MTR-567541
2022,Q4,Biomass,465.101,26.38,Pune R&D Center,Yes,R&D,5.5,PEL-2022-1696,Pellet Plant — local,490.5,72.9,MTR-903127
2022,Q4,Green Hydrogen Pilot,321.781,55.16,Pune R&D Center,Yes,R&D,18.0,L&T-2022-3897,L&T Hydrogen Pilot,270.9,72.8,MTR-079256
2022,Q4,Grid Electricity,3302.822,236.38,Bengaluru Tech Park,No,R&D,7.2,DIS-2022-9471,DISCOM HT-Cat-A,3906.5,62.0,MTR-025667
2022,Q4,Diesel Generators,276.998,26.7,Bengaluru Tech Park,No,R&D,9.5,ON--2022-9034,On-site fuel,198.2,60.4,MTR-022131
2022,Q4,Natural Gas,1389.871,77.8,Bengaluru Tech Park,No,R&D,5.8,GAI-2022-4024,GAIL APM,998.8,62.3,MTR-881133
2022,Q4,Coal,394.879,16.27,Bengaluru Tech Park,No,R&D,4.2,COA-2022-5720,Coal India e-auction,311.3,83.6,MTR-281326
2022,Q4,Furnace Oil,202.204,12.07,Bengaluru Tech Park,No,R&D,6.1,IOC-2022-4575,IOCL bulk supply,131.5,59.7,MTR-870081
2022,Q4,Solar (rooftop+OPEN),1140.733,42.43,Bengaluru Tech Park,Yes,R&D,3.9,TAT-2022-6863,Tata Power Solar PPA,804.2,73.5,MTR-713439
2022,Q4,Wind PPA,574.307,25.34,Bengaluru Tech Park,Yes,R&D,4.4,REN-2022-9678,ReNew Power PPA-2031,685.5,53.3,MTR-525092
2022,Q4,Biomass,476.834,26.14,Bengaluru Tech Park,Yes,R&D,5.5,PEL-2022-5602,Pellet Plant — local,554.6,67.6,MTR-945576
2022,Q4,Green Hydrogen Pilot,272.055,46.85,Bengaluru Tech Park,Yes,R&D,18.0,L&T-2022-6610,L&T Hydrogen Pilot,285.2,68.2,MTR-958108
2022,Q4,Grid Electricity,3111.49,215.87,Surat Polymer Lab,No,R&D,7.2,DIS-2022-8828,DISCOM HT-Cat-A,2188.9,51.7,MTR-857490
2022,Q4,Diesel Generators,210.265,21.39,Surat Polymer Lab,No,R&D,9.5,ON--2022-9508,On-site fuel,194.3,59.9,MTR-733234
2022,Q4,Natural Gas,1060.468,62.29,Surat Polymer Lab,No,R&D,5.8,GAI-2022-5725,GAIL APM,943.6,77.1,MTR-049310
2022,Q4,Coal,289.454,11.65,Surat Polymer Lab,No,R&D,4.2,COA-2022-5246,Coal India e-auction,330.8,76.4,MTR-157044
2022,Q4,Furnace Oil,154.795,9.58,Surat Polymer Lab,No,R&D,6.1,IOC-2022-4724,IOCL bulk supply,162.1,72.2,MTR-701905
2022,Q4,Solar (rooftop+OPEN),1136.906,43.84,Surat Polymer Lab,Yes,R&D,3.9,TAT-2022-9454,Tata Power Solar PPA,921.1,82.6,MTR-353767
2022,Q4,Wind PPA,559.022,24.37,Surat Polymer Lab,Yes,R&D,4.4,REN-2022-4464,ReNew Power PPA-2031,643.3,52.9,MTR-108625
2022,Q4,Biomass,433.449,25.51,Surat Polymer Lab,Yes,R&D,5.5,PEL-2022-8540,Pellet Plant — local,425.9,84.2,MTR-492793
2022,Q4,Green Hydrogen Pilot,269.514,49.81,Surat Polymer Lab,Yes,R&D,18.0,L&T-2022-7084,L&T Hydrogen Pilot,199.7,56.0,MTR-055509
2022,Q4,Grid Electricity,2318.191,167.93,Hyderabad Catalysis Lab,No,R&D,7.2,DIS-2022-8369,DISCOM HT-Cat-A,2095.6,64.0,MTR-966801
2022,Q4,Diesel Generators,198.112,20.24,Hyderabad Catalysis Lab,No,R&D,9.5,ON--2022-7742,On-site fuel,160.8,50.4,MTR-963265
2022,Q4,Natural Gas,903.055,52.22,Hyderabad Catalysis Lab,No,R&D,5.8,GAI-2022-4816,GAIL APM,603.1,49.1,MTR-982614
2022,Q4,Coal,210.677,9.53,Hyderabad Catalysis Lab,No,R&D,4.2,COA-2022-5705,Coal India e-auction,185.0,61.0,MTR-683384
2022,Q4,Furnace Oil,113.163,7.07,Hyderabad Catalysis Lab,No,R&D,6.1,IOC-2022-4137,IOCL bulk supply,81.5,48.9,MTR-221337
2022,Q4,Solar (rooftop+OPEN),900.899,35.21,Hyderabad Catalysis Lab,Yes,R&D,3.9,TAT-2022-9913,Tata Power Solar PPA,865.8,60.9,MTR-686395
2022,Q4,Wind PPA,480.471,21.18,Hyderabad Catalysis Lab,Yes,R&D,4.4,REN-2022-7226,ReNew Power PPA-2031,373.0,78.3,MTR-898250
2022,Q4,Biomass,355.789,18.98,Hyderabad Catalysis Lab,Yes,R&D,5.5,PEL-2022-8999,Pellet Plant — local,341.4,78.0,MTR-532956
2022,Q4,Green Hydrogen Pilot,237.637,45.61,Hyderabad Catalysis Lab,Yes,R&D,18.0,L&T-2022-6625,L&T Hydrogen Pilot,275.3,55.8,MTR-784919
2022,Q4,Grid Electricity,2210.739,155.94,Chennai Office,No,Office,7.2,DIS-2022-9459,DISCOM HT-Cat-A,2187.3,86.0,MTR-158846
2022,Q4,Diesel Generators,192.477,19.57,Chennai Office,No,Office,9.5,ON--2022-8779,On-site fuel,166.7,80.2,MTR-639511
2022,Q4,Natural Gas,995.022,61.07,Chennai Office,No,Office,5.8,GAI-2022-4012,GAIL APM,839.0,58.4,MTR-006441
2022,Q4,Coal,249.233,10.21,Chennai Office,No,Office,4.2,COA-2022-2083,Coal India e-auction,192.1,77.4,MTR-707210
2022,Q4,Furnace Oil,121.148,7.95,Chennai Office,No,Office,6.1,IOC-2022-4563,IOCL bulk supply,104.4,67.7,MTR-314431
2022,Q4,Solar (rooftop+OPEN),843.35,31.44,Chennai Office,Yes,Office,3.9,TAT-2022-6875,Tata Power Solar PPA,989.9,74.0,MTR-662569
2022,Q4,Wind PPA,440.204,18.56,Chennai Office,Yes,Office,4.4,REN-2022-2865,ReNew Power PPA-2031,528.4,69.4,MTR-972879
2022,Q4,Biomass,321.87,18.06,Chennai Office,Yes,Office,5.5,PEL-2022-7789,Pellet Plant — local,356.7,55.8,MTR-562957
2022,Q4,Green Hydrogen Pilot,226.975,40.85,Chennai Office,Yes,Office,18.0,L&T-2022-2203,L&T Hydrogen Pilot,158.8,74.2,MTR-340728
2022,Q4,Grid Electricity,2597.931,187.38,Delhi Sales Hub,No,Office,7.2,DIS-2022-5895,DISCOM HT-Cat-A,2474.7,64.5,MTR-965422
2022,Q4,Diesel Generators,177.289,17.4,Delhi Sales Hub,No,Office,9.5,ON--2022-1216,On-site fuel,170.9,61.4,MTR-961886
2022,Q4,Natural Gas,864.405,49.36,Delhi Sales Hub,No,Office,5.8,GAI-2022-2342,GAIL APM,812.8,55.2,MTR-981235
2022,Q4,Coal,217.808,9.62,Delhi Sales Hub,No,Office,4.2,COA-2022-9646,Coal India e-auction,259.2,81.5,MTR-970413
2022,Q4,Furnace Oil,130.386,8.16,Delhi Sales Hub,No,Office,6.1,IOC-2022-6000,IOCL bulk supply,117.2,56.2,MTR-888535
2022,Q4,Solar (rooftop+OPEN),1012.238,39.92,Delhi Sales Hub,Yes,Office,3.9,TAT-2022-5438,Tata Power Solar PPA,685.1,73.4,MTR-731893
2022,Q4,Wind PPA,394.251,18.28,Delhi Sales Hub,Yes,Office,4.4,REN-2022-1428,ReNew Power PPA-2031,362.7,57.7,MTR-854218
2022,Q4,Biomass,365.863,20.27,Delhi Sales Hub,Yes,Office,5.5,PEL-2022-6352,Pellet Plant — local,264.4,77.9,MTR-264141
2022,Q4,Green Hydrogen Pilot,223.424,41.93,Delhi Sales Hub,Yes,Office,18.0,L&T-2022-3640,L&T Hydrogen Pilot,261.9,58.1,MTR-018353
2022,Q4,Grid Electricity,1771.069,126.54,Ahmedabad Office,No,Office,7.2,DIS-2022-9070,DISCOM HT-Cat-A,1261.7,75.4,MTR-510140
2022,Q4,Diesel Generators,154.882,14.87,Ahmedabad Office,No,Office,9.5,ON--2022-7041,On-site fuel,110.2,58.7,MTR-364202
2022,Q4,Natural Gas,687.391,38.88,Ahmedabad Office,No,Office,5.8,GAI-2022-5483,GAIL APM,717.5,66.8,MTR-344853
2022,Q4,Coal,213.796,9.52,Ahmedabad Office,No,Office,4.2,COA-2022-7179,Coal India e-auction,209.8,57.1,MTR-626110
2022,Q4,Furnace Oil,106.802,6.83,Ahmedabad Office,No,Office,6.1,IOC-2022-2663,IOCL bulk supply,87.7,53.8,MTR-355559
2022,Q4,Solar (rooftop+OPEN),793.209,32.61,Ahmedabad Office,Yes,Office,3.9,TAT-2022-2387,Tata Power Solar PPA,552.8,49.9,MTR-743669
2022,Q4,Wind PPA,393.618,17.78,Ahmedabad Office,Yes,Office,4.4,REN-2022-6525,ReNew Power PPA-2031,429.9,64.0,MTR-762278
2022,Q4,Biomass,287.744,15.23,Ahmedabad Office,Yes,Office,5.5,PEL-2022-1473,Pellet Plant — local,197.6,50.7,MTR-590230
2022,Q4,Green Hydrogen Pilot,186.437,35.37,Ahmedabad Office,Yes,Office,18.0,L&T-2022-9465,L&T Hydrogen Pilot,190.5,58.2,MTR-727645
2022,Q4,Grid Electricity,1571.301,109.1,Kochi Sales Office,No,Office,7.2,DIS-2022-3178,DISCOM HT-Cat-A,1250.9,64.5,MTR-789605
2022,Q4,Diesel Generators,109.622,9.97,Kochi Sales Office,No,Office,9.5,ON--2022-3933,On-site fuel,119.9,52.7,MTR-786069
2022,Q4,Natural Gas,684.95,38.21,Kochi Sales Office,No,Office,5.8,GAI-2022-6450,GAIL APM,637.2,69.1,MTR-152999
2022,Q4,Coal,134.451,5.55,Kochi Sales Office,No,Office,4.2,COA-2022-6929,Coal India e-auction,113.1,61.1,MTR-895790
2022,Q4,Furnace Oil,90.92,5.46,Kochi Sales Office,No,Office,6.1,IOC-2022-5771,IOCL bulk supply,74.9,53.5,MTR-416782
2022,Q4,Solar (rooftop+OPEN),658.982,27.22,Kochi Sales Office,Yes,Office,3.9,TAT-2022-2721,Tata Power Solar PPA,635.3,71.3,MTR-473989
2022,Q4,Wind PPA,263.21,12.14,Kochi Sales Office,Yes,Office,4.4,REN-2022-3289,ReNew Power PPA-2031,249.9,53.5,MTR-161460
2022,Q4,Biomass,198.014,11.73,Kochi Sales Office,Yes,Office,5.5,PEL-2022-3635,Pellet Plant — local,130.0,77.0,MTR-560041
2022,Q4,Green Hydrogen Pilot,159.018,30.67,Kochi Sales Office,Yes,Office,18.0,L&T-2022-6357,L&T Hydrogen Pilot,130.1,79.6,MTR-997325
2022,Q4,Grid Electricity,1242.866,89.42,Coimbatore Office,No,Office,7.2,DIS-2022-9875,DISCOM HT-Cat-A,1031.5,75.6,MTR-480311
2022,Q4,Diesel Generators,100.847,9.55,Coimbatore Office,No,Office,9.5,ON--2022-6236,On-site fuel,107.9,81.0,MTR-334373
2022,Q4,Natural Gas,556.5,32.67,Coimbatore Office,No,Office,5.8,GAI-2022-4147,GAIL APM,576.9,80.1,MTR-967443
2022,Q4,Coal,126.52,5.41,Coimbatore Office,No,Office,4.2,COA-2022-4626,Coal India e-auction,139.4,80.7,MTR-224652
2022,Q4,Furnace Oil,70.358,4.31,Coimbatore Office,No,Office,6.1,IOC-2022-3468,IOCL bulk supply,73.6,76.9,MTR-537225
2022,Q4,Solar (rooftop+OPEN),416.268,17.3,Coimbatore Office,Yes,Office,3.9,TAT-2022-9418,Tata Power Solar PPA,424.9,66.3,MTR-713840
2022,Q4,Wind PPA,262.249,11.46,Coimbatore Office,Yes,Office,4.4,REN-2022-5720,ReNew Power PPA-2031,282.0,64.0,MTR-792107
2022,Q4,Biomass,192.481,10.93,Coimbatore Office,Yes,Office,5.5,PEL-2022-9668,Pellet Plant — local,139.8,70.4,MTR-560401
2022,Q4,Green Hydrogen Pilot,105.36,19.84,Coimbatore Office,Yes,Office,18.0,L&T-2022-8660,L&T Hydrogen Pilot,77.5,51.9,MTR-123117
2022,Q4,Grid Electricity,1249.803,90.46,Bhubaneswar Office,No,Office,7.2,DIS-2022-9978,DISCOM HT-Cat-A,912.5,62.6,MTR-682761
2022,Q4,Diesel Generators,96.722,9.64,Bhubaneswar Office,No,Office,9.5,ON--2022-8399,On-site fuel,101.7,62.2,MTR-641771
2022,Q4,Natural Gas,540.006,31.64,Bhubaneswar Office,No,Office,5.8,GAI-2022-4531,GAIL APM,487.1,67.7,MTR-224039
2022,Q4,Coal,110.868,4.97,Bhubaneswar Office,No,Office,4.2,COA-2022-8261,Coal India e-auction,103.7,51.1,MTR-382576
2022,Q4,Furnace Oil,62.406,3.87,Bhubaneswar Office,No,Office,6.1,IOC-2022-9406,IOCL bulk supply,43.9,80.6,MTR-793820
2022,Q4,Solar (rooftop+OPEN),470.578,18.35,Bhubaneswar Office,Yes,Office,3.9,TAT-2022-6228,Tata Power Solar PPA,489.1,74.7,MTR-099937
2022,Q4,Wind PPA,223.008,10.46,Bhubaneswar Office,Yes,Office,4.4,REN-2022-9043,ReNew Power PPA-2031,238.3,74.9,MTR-883092
2022,Q4,Biomass,195.748,10.25,Bhubaneswar Office,Yes,Office,5.5,PEL-2022-4967,Pellet Plant — local,140.1,69.2,MTR-473170
2022,Q4,Green Hydrogen Pilot,104.252,17.98,Bhubaneswar Office,Yes,Office,18.0,L&T-2022-2850,L&T Hydrogen Pilot,72.7,58.5,MTR-371378
2022,Q4,Grid Electricity,1488.637,105.54,Jaipur Office,No,Office,7.2,DIS-2022-5743,DISCOM HT-Cat-A,1183.9,49.8,MTR-161653
2022,Q4,Diesel Generators,91.216,9.09,Jaipur Office,No,Office,9.5,ON--2022-3762,On-site fuel,60.2,70.3,MTR-307591
2022,Q4,Natural Gas,463.122,28.41,Jaipur Office,No,Office,5.8,GAI-2022-2471,GAIL APM,483.6,77.5,MTR-666449
2022,Q4,Coal,110.192,4.7,Jaipur Office,No,Office,4.2,COA-2022-3496,Coal India e-auction,112.2,76.8,MTR-976906
2022,Q4,Furnace Oil,69.57,4.46,Jaipur Office,No,Office,6.1,IOC-2022-3150,IOCL bulk supply,65.4,83.4,MTR-835856
2022,Q4,Solar (rooftop+OPEN),539.89,21.81,Jaipur Office,Yes,Office,3.9,TAT-2022-8288,Tata Power Solar PPA,606.4,65.8,MTR-392873
2022,Q4,Wind PPA,262.467,11.19,Jaipur Office,Yes,Office,4.4,REN-2022-4278,ReNew Power PPA-2031,213.7,60.7,MTR-242576
2022,Q4,Biomass,184.966,10.96,Jaipur Office,Yes,Office,5.5,PEL-2022-9202,Pellet Plant — local,129.2,64.7,MTR-239434
2022,Q4,Green Hydrogen Pilot,121.744,21.84,Jaipur Office,Yes,Office,18.0,L&T-2022-1210,L&T Hydrogen Pilot,139.3,56.8,MTR-071032
2023,Q1,Grid Electricity,1772.306,131.0,Mumbai HQ,No,Office,7.2,DIS-2023-2003,DISCOM HT-Cat-A,1831.4,67.1,MTR-027574
2023,Q1,Diesel Generators,109.093,10.37,Mumbai HQ,No,Office,9.5,ON--2023-7502,On-site fuel,80.2,50.7,MTR-017984
2023,Q1,Natural Gas,772.567,43.77,Mumbai HQ,No,Office,5.8,GAI-2023-5556,GAIL APM,550.7,72.8,MTR-001365
2023,Q1,Coal,151.43,6.36,Mumbai HQ,No,Office,4.2,COA-2023-7252,Coal India e-auction,108.5,77.2,MTR-908262
2023,Q1,Furnace Oil,55.078,3.5,Mumbai HQ,No,Office,6.1,IOC-2023-8410,IOCL bulk supply,55.3,63.0,MTR-701777
2023,Q1,Solar (rooftop+OPEN),853.814,34.68,Mumbai HQ,Yes,Office,3.9,TAT-2023-2460,Tata Power Solar PPA,649.8,72.2,MTR-794044
2023,Q1,Wind PPA,495.188,22.81,Mumbai HQ,Yes,Office,4.4,REN-2023-8018,ReNew Power PPA-2031,488.9,82.5,MTR-108497
2023,Q1,Biomass,321.231,16.8,Mumbai HQ,Yes,Office,5.5,PEL-2023-1546,Pellet Plant — local,239.7,71.2,MTR-244012
2023,Q1,Green Hydrogen Pilot,212.12,40.36,Mumbai HQ,Yes,Office,18.0,L&T-2023-5078,L&T Hydrogen Pilot,224.1,75.8,MTR-806727
2023,Q1,Grid Electricity,20122.528,1418.1,Hazira Refinery,No,Refinery,7.2,DIS-2023-7672,DISCOM HT-Cat-A,18603.8,72.9,MTR-537210
2023,Q1,Diesel Generators,1218.32,121.85,Hazira Refinery,No,Refinery,9.5,ON--2023-8439,On-site fuel,1345.5,52.6,MTR-540746
2023,Q1,Natural Gas,8854.482,529.49,Hazira Refinery,No,Refinery,5.8,GAI-2023-4119,GAIL APM,7910.2,76.4,MTR-628076
2023,Q1,Coal,1737.565,70.32,Hazira Refinery,No,Refinery,4.2,COA-2023-6402,Coal India e-auction,1768.6,52.7,MTR-370868
2023,Q1,Furnace Oil,765.337,48.33,Hazira Refinery,No,Refinery,6.1,IOC-2023-3568,IOCL bulk supply,684.1,75.3,MTR-692795
2023,Q1,Solar (rooftop+OPEN),8759.057,367.0,Hazira Refinery,Yes,Refinery,3.9,TAT-2023-1610,Tata Power Solar PPA,10131.3,59.8,MTR-881679
2023,Q1,Wind PPA,5088.489,219.81,Hazira Refinery,Yes,Refinery,4.4,REN-2023-3205,ReNew Power PPA-2031,3733.1,79.6,MTR-207378
2023,Q1,Biomass,3396.677,199.17,Hazira Refinery,Yes,Refinery,5.5,PEL-2023-8129,Pellet Plant — local,2452.4,58.0,MTR-617300
2023,Q1,Green Hydrogen Pilot,2292.442,396.27,Hazira Refinery,Yes,Refinery,18.0,L&T-2023-5928,L&T Hydrogen Pilot,2099.5,66.3,MTR-472403
2023,Q1,Grid Electricity,17552.253,1222.34,Jamnagar Polymer Plant,No,Petchem,7.2,DIS-2023-9834,DISCOM HT-Cat-A,16550.2,80.8,MTR-420008
2023,Q1,Diesel Generators,1043.062,106.5,Jamnagar Polymer Plant,No,Petchem,9.5,ON--2023-4102,On-site fuel,884.1,60.3,MTR-378349
2023,Q1,Natural Gas,5824.351,343.31,Jamnagar Polymer Plant,No,Petchem,5.8,GAI-2023-6281,GAIL APM,6987.8,56.1,MTR-745278
2023,Q1,Coal,1361.795,58.87,Jamnagar Polymer Plant,No,Petchem,4.2,COA-2023-4240,Coal India e-auction,915.8,85.9,MTR-703425
2023,Q1,Furnace Oil,626.334,36.54,Jamnagar Polymer Plant,No,Petchem,6.1,IOC-2023-5602,IOCL bulk supply,571.7,78.9,MTR-906614
2023,Q1,Solar (rooftop+OPEN),7604.267,286.68,Jamnagar Polymer Plant,Yes,Petchem,3.9,TAT-2023-8448,Tata Power Solar PPA,7242.0,75.8,MTR-998881
2023,Q1,Wind PPA,3977.519,176.07,Jamnagar Polymer Plant,Yes,Petchem,4.4,REN-2023-3458,ReNew Power PPA-2031,2644.0,59.2,MTR-562243
2023,Q1,Biomass,3086.06,167.99,Jamnagar Polymer Plant,Yes,Petchem,5.5,PEL-2023-7534,Pellet Plant — local,2005.8,59.1,MTR-152321
2023,Q1,Green Hydrogen Pilot,2506.895,482.24,Jamnagar Polymer Plant,Yes,Petchem,18.0,L&T-2023-6526,L&T Hydrogen Pilot,2105.8,51.3,MTR-601890
2023,Q1,Grid Electricity,12685.288,911.71,Vadodara Chemicals,No,Petchem,7.2,DIS-2023-8074,DISCOM HT-Cat-A,10365.9,48.5,MTR-647222
2023,Q1,Diesel Generators,683.531,66.88,Vadodara Chemicals,No,Petchem,9.5,ON--2023-9697,On-site fuel,623.7,81.5,MTR-394777
2023,Q1,Natural Gas,4056.771,244.75,Vadodara Chemicals,No,Petchem,5.8,GAI-2023-4930,GAIL APM,2931.5,77.6,MTR-761706
2023,Q1,Coal,861.648,36.17,Vadodara Chemicals,No,Petchem,4.2,COA-2023-1165,Coal India e-auction,719.6,85.2,MTR-418115
2023,Q1,Furnace Oil,351.792,22.55,Vadodara Chemicals,No,Petchem,6.1,IOC-2023-5481,IOCL bulk supply,421.3,65.2,MTR-559165
2023,Q1,Solar (rooftop+OPEN),5371.544,225.19,Vadodara Chemicals,Yes,Petchem,3.9,TAT-2023-5957,Tata Power Solar PPA,6161.3,78.7,MTR-907303
2023,Q1,Wind PPA,2246.662,102.41,Vadodara Chemicals,Yes,Petchem,4.4,REN-2023-1947,ReNew Power PPA-2031,2198.8,51.5,MTR-152446
