year,quarter,scope,category,subcategory,facility,facility_type,emissions_tco2e,unit,source,methodology,verified_by,confidence
2023,Q4,Scope 2,Purchased Electricity,Grid + PPA,Kolkata Distribution,Distribution,1129.029,tCO2e,Kolkata Distribution — DISCOM utility bills,GHG Protocol Cross-Sector,ERM (reasonable),0.83
2023,Q4,Scope 2,Purchased Steam,Industrial Utilities,Kolkata Distribution,Distribution,221.296,tCO2e,Kolkata Distribution — Steam supply contract,CEA Grid Factor v20.0,TUV Nord (reasonable),0.85
2023,Q4,Scope 3,Business Travel,"Air, Hotel & Rail",Kolkata Distribution,Distribution,104.571,tCO2e,Kolkata Distribution — Concur travel exports,CEA Grid Factor v20.0,DNV (limited),0.82
2023,Q4,Scope 3,Employee Commuting,Commuter Survey-derived,Kolkata Distribution,Distribution,155.928,tCO2e,Kolkata Distribution — Annual commuter survey,EPA Emission Factors Hub 2024,,0.9
2023,Q4,Scope 3,Purchased Goods,Raw & Packaging,Kolkata Distribution,Distribution,621.422,tCO2e,Kolkata Distribution — Supplier invoice EEIO,IPCC 2006 Tier-1,Internal — EHS team,0.86
2023,Q4,Scope 3,Logistics & Transport,Inbound & Outbound,Kolkata Distribution,Distribution,338.188,tCO2e,Kolkata Distribution — 3PL freight ledgers,IPCC 2006 Tier-3,DNV (limited),0.87
2023,Q4,Scope 3,Capital Goods,"Plant, Equipment, Build",Kolkata Distribution,Distribution,202.776,tCO2e,Kolkata Distribution — Project capex registers,API Compendium 2009,TUV Nord (limited),0.88
2023,Q4,Scope 3,End-of-life Treatment,Plastics & Hazardous,Kolkata Distribution,Distribution,163.965,tCO2e,Kolkata Distribution — Waste contractor data,CEA Grid Factor v20.0,TUV Nord (reasonable),0.84
2023,Q4,Scope 1,Stationary Combustion,Boilers & Furnaces,Hyderabad Distribution,Distribution,817.025,tCO2e,Hyderabad Distribution — Boiler & furnace fuel logs,GLEC Framework 3.0,ERM (reasonable),0.87
2023,Q4,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Hyderabad Distribution,Distribution,208.706,tCO2e,Hyderabad Distribution — Fleet fuel cards,IPCC 2006 Tier-2,ERM (reasonable),0.94
2023,Q4,Scope 1,Process Emissions,Reformers & Crackers,Hyderabad Distribution,Distribution,524.36,tCO2e,Hyderabad Distribution — Process mass balance,IPCC 2006 Tier-2,BSI (limited),0.92
2023,Q4,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Hyderabad Distribution,Distribution,159.385,tCO2e,Hyderabad Distribution — LDAR programme,GLEC Framework 3.0,,0.78
2023,Q4,Scope 2,Purchased Electricity,Grid + PPA,Hyderabad Distribution,Distribution,725.302,tCO2e,Hyderabad Distribution — DISCOM utility bills,DEFRA UK 2024,DNV (limited),0.84
2023,Q4,Scope 2,Purchased Steam,Industrial Utilities,Hyderabad Distribution,Distribution,150.89,tCO2e,Hyderabad Distribution — Steam supply contract,IPCC 2006 Tier-3,TUV Nord (limited),0.81
2023,Q4,Scope 3,Business Travel,"Air, Hotel & Rail",Hyderabad Distribution,Distribution,67.296,tCO2e,Hyderabad Distribution — Concur travel exports,EPA Emission Factors Hub 2024,DNV (limited),0.83
2023,Q4,Scope 3,Employee Commuting,Commuter Survey-derived,Hyderabad Distribution,Distribution,128.577,tCO2e,Hyderabad Distribution — Annual commuter survey,DEFRA UK 2024,ERM (reasonable),0.86
2023,Q4,Scope 3,Purchased Goods,Raw & Packaging,Hyderabad Distribution,Distribution,414.97,tCO2e,Hyderabad Distribution — Supplier invoice EEIO,API Compendium 2009,Internal — EHS team,0.93
2023,Q4,Scope 3,Logistics & Transport,Inbound & Outbound,Hyderabad Distribution,Distribution,268.562,tCO2e,Hyderabad Distribution — 3PL freight ledgers,CEA Grid Factor v20.0,DNV (limited),0.83
2023,Q4,Scope 3,Capital Goods,"Plant, Equipment, Build",Hyderabad Distribution,Distribution,137.083,tCO2e,Hyderabad Distribution — Project capex registers,IPCC 2006 Tier-2,Internal — EHS team,0.91
2023,Q4,Scope 3,End-of-life Treatment,Plastics & Hazardous,Hyderabad Distribution,Distribution,158.596,tCO2e,Hyderabad Distribution — Waste contractor data,GLEC Framework 3.0,ERM (reasonable),0.95
2023,Q4,Scope 1,Stationary Combustion,Boilers & Furnaces,Lucknow Distribution,Distribution,640.046,tCO2e,Lucknow Distribution — Boiler & furnace fuel logs,IPCC 2006 Tier-1,ERM (reasonable),0.82
2023,Q4,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Lucknow Distribution,Distribution,201.155,tCO2e,Lucknow Distribution — Fleet fuel cards,API Compendium 2009,ERM (reasonable),0.95
2023,Q4,Scope 1,Process Emissions,Reformers & Crackers,Lucknow Distribution,Distribution,651.728,tCO2e,Lucknow Distribution — Process mass balance,EPA Emission Factors Hub 2024,BSI (limited),0.79
2023,Q4,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Lucknow Distribution,Distribution,128.551,tCO2e,Lucknow Distribution — LDAR programme,GHG Protocol Cross-Sector,BSI (limited),0.93
2023,Q4,Scope 2,Purchased Electricity,Grid + PPA,Lucknow Distribution,Distribution,791.95,tCO2e,Lucknow Distribution — DISCOM utility bills,IPCC 2006 Tier-1,,0.93
2023,Q4,Scope 2,Purchased Steam,Industrial Utilities,Lucknow Distribution,Distribution,134.31,tCO2e,Lucknow Distribution — Steam supply contract,DEFRA UK 2024,Internal — EHS team,0.79
2023,Q4,Scope 3,Business Travel,"Air, Hotel & Rail",Lucknow Distribution,Distribution,58.979,tCO2e,Lucknow Distribution — Concur travel exports,IPCC 2006 Tier-2,Internal — EHS team,0.93
2023,Q4,Scope 3,Employee Commuting,Commuter Survey-derived,Lucknow Distribution,Distribution,96.156,tCO2e,Lucknow Distribution — Annual commuter survey,IPCC 2006 Tier-1,DNV (limited),0.92
2023,Q4,Scope 3,Purchased Goods,Raw & Packaging,Lucknow Distribution,Distribution,436.38,tCO2e,Lucknow Distribution — Supplier invoice EEIO,CEA Grid Factor v20.0,,0.78
2023,Q4,Scope 3,Logistics & Transport,Inbound & Outbound,Lucknow Distribution,Distribution,232.076,tCO2e,Lucknow Distribution — 3PL freight ledgers,IPCC 2006 Tier-2,DNV (limited),0.83
2023,Q4,Scope 3,Capital Goods,"Plant, Equipment, Build",Lucknow Distribution,Distribution,128.821,tCO2e,Lucknow Distribution — Project capex registers,IPCC 2006 Tier-3,ERM (reasonable),0.95
2023,Q4,Scope 3,End-of-life Treatment,Plastics & Hazardous,Lucknow Distribution,Distribution,126.678,tCO2e,Lucknow Distribution — Waste contractor data,IPCC 2006 Tier-2,DNV (limited),0.94
2023,Q4,Scope 1,Stationary Combustion,Boilers & Furnaces,Indore Distribution,Distribution,480.548,tCO2e,Indore Distribution — Boiler & furnace fuel logs,IPCC 2006 Tier-3,TUV Nord (reasonable),0.82
2023,Q4,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Indore Distribution,Distribution,188.74,tCO2e,Indore Distribution — Fleet fuel cards,IPCC 2006 Tier-2,DNV (limited),0.85
2023,Q4,Scope 1,Process Emissions,Reformers & Crackers,Indore Distribution,Distribution,534.445,tCO2e,Indore Distribution — Process mass balance,API Compendium 2009,BSI (limited),0.94
2023,Q4,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Indore Distribution,Distribution,118.016,tCO2e,Indore Distribution — LDAR programme,IPCC 2006 Tier-2,TUV Nord (limited),0.91
2023,Q4,Scope 2,Purchased Electricity,Grid + PPA,Indore Distribution,Distribution,528.889,tCO2e,Indore Distribution — DISCOM utility bills,IPCC 2006 Tier-3,TUV Nord (reasonable),0.84
2023,Q4,Scope 2,Purchased Steam,Industrial Utilities,Indore Distribution,Distribution,109.82,tCO2e,Indore Distribution — Steam supply contract,DEFRA UK 2024,TUV Nord (reasonable),0.81
2023,Q4,Scope 3,Business Travel,"Air, Hotel & Rail",Indore Distribution,Distribution,62.953,tCO2e,Indore Distribution — Concur travel exports,EPA Emission Factors Hub 2024,TUV Nord (reasonable),0.94
2023,Q4,Scope 3,Employee Commuting,Commuter Survey-derived,Indore Distribution,Distribution,73.199,tCO2e,Indore Distribution — Annual commuter survey,EPA Emission Factors Hub 2024,TUV Nord (reasonable),0.79
2023,Q4,Scope 3,Purchased Goods,Raw & Packaging,Indore Distribution,Distribution,340.227,tCO2e,Indore Distribution — Supplier invoice EEIO,IPCC 2006 Tier-2,TUV Nord (reasonable),0.85
2023,Q4,Scope 3,Logistics & Transport,Inbound & Outbound,Indore Distribution,Distribution,224.889,tCO2e,Indore Distribution — 3PL freight ledgers,IPCC 2006 Tier-2,ERM (reasonable),0.96
2023,Q4,Scope 3,Capital Goods,"Plant, Equipment, Build",Indore Distribution,Distribution,118.803,tCO2e,Indore Distribution — Project capex registers,API Compendium 2009,,0.86
2023,Q4,Scope 3,End-of-life Treatment,Plastics & Hazardous,Indore Distribution,Distribution,123.1,tCO2e,Indore Distribution — Waste contractor data,IPCC 2006 Tier-3,TUV Nord (reasonable),0.83
2023,Q4,Scope 1,Stationary Combustion,Boilers & Furnaces,Pune R&D Center,R&D,1021.103,tCO2e,Pune R&D Center — Boiler & furnace fuel logs,DEFRA UK 2024,TUV Nord (limited),0.79
2023,Q4,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Pune R&D Center,R&D,283.331,tCO2e,Pune R&D Center — Fleet fuel cards,EPA Emission Factors Hub 2024,ERM (reasonable),0.83
2023,Q4,Scope 1,Process Emissions,Reformers & Crackers,Pune R&D Center,R&D,737.454,tCO2e,Pune R&D Center — Process mass balance,API Compendium 2009,TUV Nord (reasonable),0.88
2023,Q4,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Pune R&D Center,R&D,223.896,tCO2e,Pune R&D Center — LDAR programme,EPA Emission Factors Hub 2024,Internal — EHS team,0.89
2023,Q4,Scope 2,Purchased Electricity,Grid + PPA,Pune R&D Center,R&D,833.492,tCO2e,Pune R&D Center — DISCOM utility bills,IPCC 2006 Tier-1,Internal — EHS team,0.95
2023,Q4,Scope 2,Purchased Steam,Industrial Utilities,Pune R&D Center,R&D,182.034,tCO2e,Pune R&D Center — Steam supply contract,IPCC 2006 Tier-3,TUV Nord (limited),0.79
2023,Q4,Scope 3,Business Travel,"Air, Hotel & Rail",Pune R&D Center,R&D,82.06,tCO2e,Pune R&D Center — Concur travel exports,GLEC Framework 3.0,BSI (limited),0.83
2023,Q4,Scope 3,Employee Commuting,Commuter Survey-derived,Pune R&D Center,R&D,140.353,tCO2e,Pune R&D Center — Annual commuter survey,IPCC 2006 Tier-3,TUV Nord (reasonable),0.85
2023,Q4,Scope 3,Purchased Goods,Raw & Packaging,Pune R&D Center,R&D,516.54,tCO2e,Pune R&D Center — Supplier invoice EEIO,GHG Protocol Cross-Sector,BSI (limited),0.91
2023,Q4,Scope 3,Logistics & Transport,Inbound & Outbound,Pune R&D Center,R&D,346.267,tCO2e,Pune R&D Center — 3PL freight ledgers,DEFRA UK 2024,ERM (reasonable),0.94
2023,Q4,Scope 3,Capital Goods,"Plant, Equipment, Build",Pune R&D Center,R&D,201.257,tCO2e,Pune R&D Center — Project capex registers,GLEC Framework 3.0,TUV Nord (limited),0.94
2023,Q4,Scope 3,End-of-life Treatment,Plastics & Hazardous,Pune R&D Center,R&D,211.256,tCO2e,Pune R&D Center — Waste contractor data,IPCC 2006 Tier-3,,0.88
2023,Q4,Scope 1,Stationary Combustion,Boilers & Furnaces,Bengaluru Tech Park,R&D,890.954,tCO2e,Bengaluru Tech Park — Boiler & furnace fuel logs,IPCC 2006 Tier-3,TUV Nord (limited),0.84
2023,Q4,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Bengaluru Tech Park,R&D,222.964,tCO2e,Bengaluru Tech Park — Fleet fuel cards,GHG Protocol Cross-Sector,Internal — EHS team,0.85
2023,Q4,Scope 1,Process Emissions,Reformers & Crackers,Bengaluru Tech Park,R&D,750.409,tCO2e,Bengaluru Tech Park — Process mass balance,GHG Protocol Cross-Sector,TUV Nord (reasonable),0.86
2023,Q4,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Bengaluru Tech Park,R&D,188.39,tCO2e,Bengaluru Tech Park — LDAR programme,IPCC 2006 Tier-2,DNV (limited),0.93
2023,Q4,Scope 2,Purchased Electricity,Grid + PPA,Bengaluru Tech Park,R&D,945.018,tCO2e,Bengaluru Tech Park — DISCOM utility bills,IPCC 2006 Tier-1,DNV (limited),0.84
2023,Q4,Scope 2,Purchased Steam,Industrial Utilities,Bengaluru Tech Park,R&D,160.496,tCO2e,Bengaluru Tech Park — Steam supply contract,IPCC 2006 Tier-2,DNV (limited),0.8
2023,Q4,Scope 3,Business Travel,"Air, Hotel & Rail",Bengaluru Tech Park,R&D,79.368,tCO2e,Bengaluru Tech Park — Concur travel exports,DEFRA UK 2024,DNV (limited),0.89
2023,Q4,Scope 3,Employee Commuting,Commuter Survey-derived,Bengaluru Tech Park,R&D,109.257,tCO2e,Bengaluru Tech Park — Annual commuter survey,IPCC 2006 Tier-2,TUV Nord (reasonable),0.85
2023,Q4,Scope 3,Purchased Goods,Raw & Packaging,Bengaluru Tech Park,R&D,519.607,tCO2e,Bengaluru Tech Park — Supplier invoice EEIO,IPCC 2006 Tier-2,TUV Nord (limited),0.93
2023,Q4,Scope 3,Logistics & Transport,Inbound & Outbound,Bengaluru Tech Park,R&D,302.845,tCO2e,Bengaluru Tech Park — 3PL freight ledgers,GHG Protocol Cross-Sector,,0.94
2023,Q4,Scope 3,Capital Goods,"Plant, Equipment, Build",Bengaluru Tech Park,R&D,169.05,tCO2e,Bengaluru Tech Park — Project capex registers,EPA Emission Factors Hub 2024,TUV Nord (limited),0.91
2023,Q4,Scope 3,End-of-life Treatment,Plastics & Hazardous,Bengaluru Tech Park,R&D,184.083,tCO2e,Bengaluru Tech Park — Waste contractor data,EPA Emission Factors Hub 2024,TUV Nord (reasonable),0.93
2023,Q4,Scope 1,Stationary Combustion,Boilers & Furnaces,Surat Polymer Lab,R&D,521.133,tCO2e,Surat Polymer Lab — Boiler & furnace fuel logs,IPCC 2006 Tier-2,ERM (reasonable),0.96
2023,Q4,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Surat Polymer Lab,R&D,233.748,tCO2e,Surat Polymer Lab — Fleet fuel cards,EPA Emission Factors Hub 2024,Internal — EHS team,0.96
2023,Q4,Scope 1,Process Emissions,Reformers & Crackers,Surat Polymer Lab,R&D,604.998,tCO2e,Surat Polymer Lab — Process mass balance,IPCC 2006 Tier-1,DNV (limited),0.85
2023,Q4,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Surat Polymer Lab,R&D,155.256,tCO2e,Surat Polymer Lab — LDAR programme,IPCC 2006 Tier-3,DNV (limited),0.81
2023,Q4,Scope 2,Purchased Electricity,Grid + PPA,Surat Polymer Lab,R&D,666.18,tCO2e,Surat Polymer Lab — DISCOM utility bills,GLEC Framework 3.0,TUV Nord (limited),0.9
2023,Q4,Scope 2,Purchased Steam,Industrial Utilities,Surat Polymer Lab,R&D,152.333,tCO2e,Surat Polymer Lab — Steam supply contract,EPA Emission Factors Hub 2024,,0.78
2023,Q4,Scope 3,Business Travel,"Air, Hotel & Rail",Surat Polymer Lab,R&D,71.932,tCO2e,Surat Polymer Lab — Concur travel exports,IPCC 2006 Tier-1,DNV (limited),0.95
2023,Q4,Scope 3,Employee Commuting,Commuter Survey-derived,Surat Polymer Lab,R&D,91.204,tCO2e,Surat Polymer Lab — Annual commuter survey,IPCC 2006 Tier-2,BSI (limited),0.83
2023,Q4,Scope 3,Purchased Goods,Raw & Packaging,Surat Polymer Lab,R&D,428.364,tCO2e,Surat Polymer Lab — Supplier invoice EEIO,API Compendium 2009,,0.81
2023,Q4,Scope 3,Logistics & Transport,Inbound & Outbound,Surat Polymer Lab,R&D,263.311,tCO2e,Surat Polymer Lab — 3PL freight ledgers,IPCC 2006 Tier-3,DNV (limited),0.9
2023,Q4,Scope 3,Capital Goods,"Plant, Equipment, Build",Surat Polymer Lab,R&D,147.937,tCO2e,Surat Polymer Lab — Project capex registers,API Compendium 2009,TUV Nord (reasonable),0.79
2023,Q4,Scope 3,End-of-life Treatment,Plastics & Hazardous,Surat Polymer Lab,R&D,132.635,tCO2e,Surat Polymer Lab — Waste contractor data,IPCC 2006 Tier-1,TUV Nord (limited),0.95
2023,Q4,Scope 1,Stationary Combustion,Boilers & Furnaces,Hyderabad Catalysis Lab,R&D,548.128,tCO2e,Hyderabad Catalysis Lab — Boiler & furnace fuel logs,API Compendium 2009,ERM (reasonable),0.81
2023,Q4,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Hyderabad Catalysis Lab,R&D,175.181,tCO2e,Hyderabad Catalysis Lab — Fleet fuel cards,GHG Protocol Cross-Sector,TUV Nord (limited),0.96
2023,Q4,Scope 1,Process Emissions,Reformers & Crackers,Hyderabad Catalysis Lab,R&D,388.181,tCO2e,Hyderabad Catalysis Lab — Process mass balance,CEA Grid Factor v20.0,TUV Nord (limited),0.88
2023,Q4,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Hyderabad Catalysis Lab,R&D,135.152,tCO2e,Hyderabad Catalysis Lab — LDAR programme,EPA Emission Factors Hub 2024,Internal — EHS team,0.88
2023,Q4,Scope 2,Purchased Electricity,Grid + PPA,Hyderabad Catalysis Lab,R&D,525.991,tCO2e,Hyderabad Catalysis Lab — DISCOM utility bills,API Compendium 2009,BSI (limited),0.97
2023,Q4,Scope 2,Purchased Steam,Industrial Utilities,Hyderabad Catalysis Lab,R&D,113.106,tCO2e,Hyderabad Catalysis Lab — Steam supply contract,GHG Protocol Cross-Sector,,0.78
2023,Q4,Scope 3,Business Travel,"Air, Hotel & Rail",Hyderabad Catalysis Lab,R&D,52.619,tCO2e,Hyderabad Catalysis Lab — Concur travel exports,EPA Emission Factors Hub 2024,,0.87
2023,Q4,Scope 3,Employee Commuting,Commuter Survey-derived,Hyderabad Catalysis Lab,R&D,99.614,tCO2e,Hyderabad Catalysis Lab — Annual commuter survey,GLEC Framework 3.0,Internal — EHS team,0.93
2023,Q4,Scope 3,Purchased Goods,Raw & Packaging,Hyderabad Catalysis Lab,R&D,378.173,tCO2e,Hyderabad Catalysis Lab — Supplier invoice EEIO,GLEC Framework 3.0,TUV Nord (reasonable),0.87
2023,Q4,Scope 3,Logistics & Transport,Inbound & Outbound,Hyderabad Catalysis Lab,R&D,176.29,tCO2e,Hyderabad Catalysis Lab — 3PL freight ledgers,IPCC 2006 Tier-1,TUV Nord (reasonable),0.85
2023,Q4,Scope 3,Capital Goods,"Plant, Equipment, Build",Hyderabad Catalysis Lab,R&D,134.915,tCO2e,Hyderabad Catalysis Lab — Project capex registers,GLEC Framework 3.0,,0.8
2023,Q4,Scope 3,End-of-life Treatment,Plastics & Hazardous,Hyderabad Catalysis Lab,R&D,110.761,tCO2e,Hyderabad Catalysis Lab — Waste contractor data,API Compendium 2009,TUV Nord (limited),0.93
2023,Q4,Scope 1,Stationary Combustion,Boilers & Furnaces,Chennai Office,Office,593.53,tCO2e,Chennai Office — Boiler & furnace fuel logs,GLEC Framework 3.0,BSI (limited),0.94
2023,Q4,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Chennai Office,Office,144.819,tCO2e,Chennai Office — Fleet fuel cards,EPA Emission Factors Hub 2024,TUV Nord (reasonable),0.91
2023,Q4,Scope 1,Process Emissions,Reformers & Crackers,Chennai Office,Office,400.255,tCO2e,Chennai Office — Process mass balance,IPCC 2006 Tier-2,Internal — EHS team,0.86
2023,Q4,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Chennai Office,Office,131.671,tCO2e,Chennai Office — LDAR programme,GLEC Framework 3.0,Internal — EHS team,0.94
2023,Q4,Scope 2,Purchased Electricity,Grid + PPA,Chennai Office,Office,666.828,tCO2e,Chennai Office — DISCOM utility bills,GLEC Framework 3.0,BSI (limited),0.89
2023,Q4,Scope 2,Purchased Steam,Industrial Utilities,Chennai Office,Office,109.764,tCO2e,Chennai Office — Steam supply contract,IPCC 2006 Tier-1,ERM (reasonable),0.91
2023,Q4,Scope 3,Business Travel,"Air, Hotel & Rail",Chennai Office,Office,50.653,tCO2e,Chennai Office — Concur travel exports,IPCC 2006 Tier-3,TUV Nord (reasonable),0.88
2023,Q4,Scope 3,Employee Commuting,Commuter Survey-derived,Chennai Office,Office,101.702,tCO2e,Chennai Office — Annual commuter survey,API Compendium 2009,ERM (reasonable),0.89
2023,Q4,Scope 3,Purchased Goods,Raw & Packaging,Chennai Office,Office,325.879,tCO2e,Chennai Office — Supplier invoice EEIO,IPCC 2006 Tier-2,ERM (reasonable),0.83
2023,Q4,Scope 3,Logistics & Transport,Inbound & Outbound,Chennai Office,Office,187.349,tCO2e,Chennai Office — 3PL freight ledgers,IPCC 2006 Tier-2,DNV (limited),0.79
2023,Q4,Scope 3,Capital Goods,"Plant, Equipment, Build",Chennai Office,Office,113.029,tCO2e,Chennai Office — Project capex registers,IPCC 2006 Tier-3,ERM (reasonable),0.79
2023,Q4,Scope 3,End-of-life Treatment,Plastics & Hazardous,Chennai Office,Office,105.754,tCO2e,Chennai Office — Waste contractor data,DEFRA UK 2024,TUV Nord (limited),0.86
2023,Q4,Scope 1,Stationary Combustion,Boilers & Furnaces,Delhi Sales Hub,Office,490.697,tCO2e,Delhi Sales Hub — Boiler & furnace fuel logs,CEA Grid Factor v20.0,ERM (reasonable),0.96
2023,Q4,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Delhi Sales Hub,Office,148.695,tCO2e,Delhi Sales Hub — Fleet fuel cards,CEA Grid Factor v20.0,DNV (limited),0.9
2023,Q4,Scope 1,Process Emissions,Reformers & Crackers,Delhi Sales Hub,Office,541.121,tCO2e,Delhi Sales Hub — Process mass balance,DEFRA UK 2024,DNV (limited),0.92
2023,Q4,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Delhi Sales Hub,Office,130.621,tCO2e,Delhi Sales Hub — LDAR programme,IPCC 2006 Tier-1,Internal — EHS team,0.81
2023,Q4,Scope 2,Purchased Electricity,Grid + PPA,Delhi Sales Hub,Office,617.031,tCO2e,Delhi Sales Hub — DISCOM utility bills,GHG Protocol Cross-Sector,TUV Nord (limited),0.91
2023,Q4,Scope 2,Purchased Steam,Industrial Utilities,Delhi Sales Hub,Office,129.668,tCO2e,Delhi Sales Hub — Steam supply contract,IPCC 2006 Tier-1,BSI (limited),0.86
2023,Q4,Scope 3,Business Travel,"Air, Hotel & Rail",Delhi Sales Hub,Office,50.013,tCO2e,Delhi Sales Hub — Concur travel exports,IPCC 2006 Tier-1,BSI (limited),0.82
2023,Q4,Scope 3,Employee Commuting,Commuter Survey-derived,Delhi Sales Hub,Office,86.506,tCO2e,Delhi Sales Hub — Annual commuter survey,IPCC 2006 Tier-3,BSI (limited),0.9
2023,Q4,Scope 3,Purchased Goods,Raw & Packaging,Delhi Sales Hub,Office,328.799,tCO2e,Delhi Sales Hub — Supplier invoice EEIO,DEFRA UK 2024,ERM (reasonable),0.96
2023,Q4,Scope 3,Logistics & Transport,Inbound & Outbound,Delhi Sales Hub,Office,224.651,tCO2e,Delhi Sales Hub — 3PL freight ledgers,CEA Grid Factor v20.0,TUV Nord (limited),0.9
2023,Q4,Scope 3,Capital Goods,"Plant, Equipment, Build",Delhi Sales Hub,Office,130.674,tCO2e,Delhi Sales Hub — Project capex registers,CEA Grid Factor v20.0,BSI (limited),0.87
2023,Q4,Scope 3,End-of-life Treatment,Plastics & Hazardous,Delhi Sales Hub,Office,121.755,tCO2e,Delhi Sales Hub — Waste contractor data,IPCC 2006 Tier-2,DNV (limited),0.96
2023,Q4,Scope 1,Stationary Combustion,Boilers & Furnaces,Ahmedabad Office,Office,393.732,tCO2e,Ahmedabad Office — Boiler & furnace fuel logs,IPCC 2006 Tier-1,TUV Nord (reasonable),0.79
2023,Q4,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Ahmedabad Office,Office,157.11,tCO2e,Ahmedabad Office — Fleet fuel cards,IPCC 2006 Tier-1,TUV Nord (limited),0.85
2023,Q4,Scope 1,Process Emissions,Reformers & Crackers,Ahmedabad Office,Office,322.247,tCO2e,Ahmedabad Office — Process mass balance,CEA Grid Factor v20.0,BSI (limited),0.78
2023,Q4,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Ahmedabad Office,Office,79.547,tCO2e,Ahmedabad Office — LDAR programme,IPCC 2006 Tier-2,Internal — EHS team,0.95
2023,Q4,Scope 2,Purchased Electricity,Grid + PPA,Ahmedabad Office,Office,518.855,tCO2e,Ahmedabad Office — DISCOM utility bills,API Compendium 2009,Internal — EHS team,0.89
2023,Q4,Scope 2,Purchased Steam,Industrial Utilities,Ahmedabad Office,Office,81.383,tCO2e,Ahmedabad Office — Steam supply contract,CEA Grid Factor v20.0,,0.96
2023,Q4,Scope 3,Business Travel,"Air, Hotel & Rail",Ahmedabad Office,Office,51.93,tCO2e,Ahmedabad Office — Concur travel exports,GLEC Framework 3.0,TUV Nord (limited),0.89
2023,Q4,Scope 3,Employee Commuting,Commuter Survey-derived,Ahmedabad Office,Office,76.161,tCO2e,Ahmedabad Office — Annual commuter survey,CEA Grid Factor v20.0,TUV Nord (reasonable),0.88
2023,Q4,Scope 3,Purchased Goods,Raw & Packaging,Ahmedabad Office,Office,314.824,tCO2e,Ahmedabad Office — Supplier invoice EEIO,IPCC 2006 Tier-3,TUV Nord (reasonable),0.78
2023,Q4,Scope 3,Logistics & Transport,Inbound & Outbound,Ahmedabad Office,Office,191.902,tCO2e,Ahmedabad Office — 3PL freight ledgers,IPCC 2006 Tier-1,Internal — EHS team,0.82
2023,Q4,Scope 3,Capital Goods,"Plant, Equipment, Build",Ahmedabad Office,Office,92.122,tCO2e,Ahmedabad Office — Project capex registers,EPA Emission Factors Hub 2024,DNV (limited),0.96
2023,Q4,Scope 3,End-of-life Treatment,Plastics & Hazardous,Ahmedabad Office,Office,88.172,tCO2e,Ahmedabad Office — Waste contractor data,DEFRA UK 2024,Internal — EHS team,0.9
2023,Q4,Scope 1,Stationary Combustion,Boilers & Furnaces,Kochi Sales Office,Office,397.332,tCO2e,Kochi Sales Office — Boiler & furnace fuel logs,API Compendium 2009,,0.91
2023,Q4,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Kochi Sales Office,Office,112.589,tCO2e,Kochi Sales Office — Fleet fuel cards,API Compendium 2009,ERM (reasonable),0.84
2023,Q4,Scope 1,Process Emissions,Reformers & Crackers,Kochi Sales Office,Office,292.405,tCO2e,Kochi Sales Office — Process mass balance,GHG Protocol Cross-Sector,ERM (reasonable),0.86
2023,Q4,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Kochi Sales Office,Office,74.258,tCO2e,Kochi Sales Office — LDAR programme,GLEC Framework 3.0,Internal — EHS team,0.97
2023,Q4,Scope 2,Purchased Electricity,Grid + PPA,Kochi Sales Office,Office,412.171,tCO2e,Kochi Sales Office — DISCOM utility bills,API Compendium 2009,,0.9
2023,Q4,Scope 2,Purchased Steam,Industrial Utilities,Kochi Sales Office,Office,86.069,tCO2e,Kochi Sales Office — Steam supply contract,EPA Emission Factors Hub 2024,BSI (limited),0.89
2023,Q4,Scope 3,Business Travel,"Air, Hotel & Rail",Kochi Sales Office,Office,36.132,tCO2e,Kochi Sales Office — Concur travel exports,CEA Grid Factor v20.0,BSI (limited),0.82
2023,Q4,Scope 3,Employee Commuting,Commuter Survey-derived,Kochi Sales Office,Office,55.505,tCO2e,Kochi Sales Office — Annual commuter survey,GLEC Framework 3.0,TUV Nord (limited),0.88
2023,Q4,Scope 3,Purchased Goods,Raw & Packaging,Kochi Sales Office,Office,226.824,tCO2e,Kochi Sales Office — Supplier invoice EEIO,EPA Emission Factors Hub 2024,TUV Nord (reasonable),0.92
