fiscal_period,event_type,capex_climate,opex_climate,impairment_amount,insurance_recovery,affected_asset_id,gl_account,scenario_tag,description,approver,supporting_doc,currency,narrative
FY2023-Q2,Transition,12.91,3.98,0,0.0,Tuticorin Port Cluster,GL-7400-OpEx,IEA-STEPS,EV Fleet Conversion,Audit Committee,CFI-FY2023-Q2-919318.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2023-Q2,Transition,0.62,39.11,0,0.0,Kochi Tankage,GL-8500-OpEx,IEA-STEPS,Carbon Tax Provision (India),Plant FC,CFI-FY2023-Q2-487052.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2023-Q2,Chronic,18.18,3.32,0,0.0,Visakhapatnam Port,GL-4100-Impair,IEA-APS,Sea-Level Rise — Coastal Defences,Controller,CFI-FY2023-Q2-466029.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2023-Q2,Transition,46.32,3.76,0,0.0,Jaipur Office,GL-2300-OpEx,RCP4.5,Green Hydrogen Pilot Plant,Controller,CFI-FY2023-Q2-129022.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2023-Q2,Acute,0.47,5.97,0,3.19,Hyderabad Catalysis Lab,GL-7400-OpEx,IEA-APS,Heatwave — Cooling Surge,Plant FC,CFI-FY2023-Q2-194381.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2023-Q2,Transition,1.47,38.39,0,0.0,Hyderabad Catalysis Lab,GL-1200-CapEx,RCP8.5,Carbon Border Adjustment Mechanism,Plant FC,CFI-FY2023-Q2-957114.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2023-Q2,Chronic,0.14,7.58,0,0.0,Chennai Office,GL-2400-OpEx,RCP8.5,Drought — Water Sourcing Cost,Audit Committee,CFI-FY2023-Q2-267200.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2023-Q2,Transition,1.28,36.53,0,0.0,Jamnagar Polymer Plant,GL-2400-OpEx,NGFS-NetZero2050,Carbon Price — Cap & Trade,Plant FC,CFI-FY2023-Q2-220883.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2023-Q2,Transition,0,0,170.94,0.0,Pune R&D Center,GL-4100-Impair,IEA-APS,Stranded Asset Impairment — Refinery,CFO,CFI-FY2023-Q2-911320.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2023-Q2,Transition,14.36,3.46,0,0.0,Nashik Logistics,GL-1100-CapEx,RCP2.6,EV Fleet Conversion,Plant FC,CFI-FY2023-Q2-497066.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2023-Q2,Transition,0.26,4.49,0,0.0,Gandhar Gas Cracker,GL-5200-Insurance,RCP2.6,Carbon Tax Provision (India),Controller,CFI-FY2023-Q2-531159.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2023-Q2,Transition,0.12,13.02,0,0.0,Jamnagar Polymer Plant,GL-7400-OpEx,RCP8.5,Carbon Price — Cap & Trade,Group FC,CFI-FY2023-Q2-490296.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2023-Q2,Acute,0.11,7.52,0,2.73,Mangalore Storage,GL-1200-CapEx,NGFS-DivergentNetZero,Heatwave — Cooling Surge,Controller,CFI-FY2023-Q2-685889.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2023-Q2,Acute,0.35,24.84,0,10.49,Paradip Plant,GL-3500-OpEx,RCP2.6,Cyclone Damage — Coastal Plant,Treasurer,CFI-FY2023-Q2-905107.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2023-Q2,Transition,0,0,134.03,0.0,Nagothane Plant,GL-7400-OpEx,IEA-STEPS,Stranded Asset Impairment — Refinery,Group FC,CFI-FY2023-Q2-830455.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2023-Q2,Chronic,57.71,2.78,0,0.0,Hazira Refinery,GL-8500-OpEx,NGFS-NetZero2050,Sea-Level Rise — Coastal Defences,Treasurer,CFI-FY2023-Q2-426849.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2023-Q2,Transition,12.02,3.69,0,0.0,Pune R&D Center,GL-6300-OpEx,NGFS-NetZero2050,EV Fleet Conversion,Group FC,CFI-FY2023-Q2-461804.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2023-Q2,Transition,5.21,0.63,0,0.0,Vadodara Chemicals,GL-5200-Insurance,IEA-STEPS,Plant Decommissioning — Coal,Plant FC,CFI-FY2023-Q2-503072.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2023-Q2,Chronic,0.55,5.21,0,0.0,Nashik Logistics,GL-3500-OpEx,RCP2.6,Drought — Water Sourcing Cost,CFO,CFI-FY2023-Q2-772171.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2023-Q2,Transition,0.42,3.04,0,0.0,Mumbai HQ,GL-3500-OpEx,RCP4.5,EU CSRD Reporting Compliance,Controller,CFI-FY2023-Q2-117434.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2023-Q2,Chronic,46.0,3.91,0,0.0,Pune R&D Center,GL-2300-OpEx,RCP8.5,Sea-Level Rise — Coastal Defences,Controller,CFI-FY2023-Q2-207658.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2023-Q2,Acute,0.33,15.07,0,6.64,Visakhapatnam Port,GL-1200-CapEx,NGFS-DivergentNetZero,Flood — Plant Shutdown,Plant FC,CFI-FY2023-Q2-846131.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2023-Q2,Transition,1.38,19.0,0,0.0,Surat Polymer Lab,GL-5200-Insurance,NGFS-DelayedTransition,Carbon Tax Provision (India),Controller,CFI-FY2023-Q2-186887.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2023-Q2,Acute,1.47,14.09,0,3.72,Surat Polymer Lab,GL-6300-OpEx,RCP2.6,Flood — Plant Shutdown,Audit Committee,CFI-FY2023-Q2-137005.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2023-Q2,Transition,8.16,1.59,0,0.0,Vadodara Chemicals,GL-4100-Impair,NGFS-NetZero2050,Plant Decommissioning — Coal,Audit Committee,CFI-FY2023-Q2-137933.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2023-Q2,Transition,0.78,0.54,0,0.0,Jamnagar Polymer Plant,GL-5200-Insurance,RCP2.6,EU CSRD Reporting Compliance,CFO,CFI-FY2023-Q2-864906.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2023-Q2,Transition,0.98,15.95,0,0.0,Indore Distribution,GL-4100-Impair,RCP8.5,Carbon Price — Cap & Trade,CFO,CFI-FY2023-Q2-533347.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2023-Q2,Transition,1.44,17.84,0,0.0,Pune R&D Center,GL-1100-CapEx,IEA-NZE2050,Carbon Price — Cap & Trade,Controller,CFI-FY2023-Q2-508664.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2023-Q2,Transition,31.62,0.39,0,0.0,Bengaluru Tech Park,GL-1200-CapEx,NGFS-NetZero2050,Carbon Capture & Storage Pilot,Plant FC,CFI-FY2023-Q2-794029.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2023-Q2,Transition,0.47,3.17,0,0.0,Haldia Petchem,GL-5200-Insurance,IEA-STEPS,EU CSRD Reporting Compliance,Controller,CFI-FY2023-Q2-839555.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2023-Q2,Transition,0.38,29.07,0,0.0,Hyderabad Catalysis Lab,GL-2300-OpEx,IEA-STEPS,Carbon Border Adjustment Mechanism,Audit Committee,CFI-FY2023-Q2-911409.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2023-Q2,Acute,0.43,12.27,0,6.22,Jamnagar Polymer Plant,GL-2300-OpEx,IEA-STEPS,Flood — Plant Shutdown,Group FC,CFI-FY2023-Q2-809344.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2023-Q2,Transition,12.5,3.04,0,0.0,Jaipur Office,GL-5200-Insurance,NGFS-DelayedTransition,Renewable PPA — Long-term Contract,CFO,CFI-FY2023-Q2-664858.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2023-Q2,Transition,1.35,13.3,0,0.0,Kandla Terminal,GL-8500-OpEx,RCP8.5,Carbon Tax Provision (India),Treasurer,CFI-FY2023-Q2-181599.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2023-Q2,Acute,26.18,1.39,0,0.65,Nagothane Plant,GL-1200-CapEx,RCP8.5,Wildfire — Asset Loss,Controller,CFI-FY2023-Q2-549031.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2023-Q2,Transition,0.16,15.27,0,0.0,Hyderabad Distribution,GL-1100-CapEx,NGFS-NetZero2050,Carbon Price — Cap & Trade,Plant FC,CFI-FY2023-Q2-650762.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2023-Q2,Acute,0.47,7.68,0,0.47,Delhi Sales Hub,GL-3500-OpEx,IEA-APS,Heatwave — Cooling Surge,CFO,CFI-FY2023-Q2-588582.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2023-Q2,Acute,38.76,2.79,0,0.12,Pune R&D Center,GL-4100-Impair,RCP2.6,Wildfire — Asset Loss,Plant FC,CFI-FY2023-Q2-907250.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2023-Q2,Transition,21.23,0.17,0,0.0,Nashik Logistics,GL-5200-Insurance,IEA-APS,Plant Decommissioning — Coal,Group FC,CFI-FY2023-Q2-655955.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2023-Q2,Transition,0.98,18.84,0,0.0,Kolkata Distribution,GL-6300-OpEx,NGFS-NetZero2050,Carbon Border Adjustment Mechanism,Treasurer,CFI-FY2023-Q2-576749.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2023-Q2,Chronic,37.54,0.99,0,0.0,Indore Distribution,GL-1200-CapEx,RCP2.6,Sea-Level Rise — Coastal Defences,Controller,CFI-FY2023-Q2-600363.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2023-Q2,Transition,1.24,36.25,0,0.0,Visakhapatnam Port,GL-7400-OpEx,NGFS-NetZero2050,Carbon Price — Cap & Trade,Treasurer,CFI-FY2023-Q2-582851.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2023-Q2,Transition,0.58,33.42,0,0.0,Delhi Sales Hub,GL-1200-CapEx,IEA-APS,Carbon Tax Provision (India),Treasurer,CFI-FY2023-Q2-215301.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2023-Q2,Chronic,0.47,3.29,0,0.0,Paradip Plant,GL-2300-OpEx,IEA-STEPS,Rising Avg Temp — Cooling Demand,CFO,CFI-FY2023-Q2-179993.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2023-Q2,Acute,59.88,3.08,0,1.27,Pune R&D Center,GL-2300-OpEx,RCP8.5,Wildfire — Asset Loss,Controller,CFI-FY2023-Q2-658887.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2023-Q2,Transition,14.94,1.1,0,0.0,Pune R&D Center,GL-4100-Impair,RCP2.6,Plant Decommissioning — Coal,Plant FC,CFI-FY2023-Q2-410161.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2023-Q2,Transition,58.55,0.57,0,0.0,Vadodara Chemicals,GL-7400-OpEx,IEA-STEPS,Carbon Capture & Storage Pilot,Audit Committee,CFI-FY2023-Q2-368002.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2023-Q2,Transition,0,0,160.3,0.0,Pune R&D Center,GL-7400-OpEx,NGFS-DelayedTransition,Stranded Asset Impairment — Refinery,Group FC,CFI-FY2023-Q2-602959.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2023-Q2,Acute,0.11,3.82,0,0.98,Hyderabad Catalysis Lab,GL-4100-Impair,IEA-APS,Heatwave — Cooling Surge,Treasurer,CFI-FY2023-Q2-642217.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2023-Q2,Chronic,0.33,3.21,0,0.0,Mangalore Storage,GL-1100-CapEx,RCP8.5,Rising Avg Temp — Cooling Demand,Group FC,CFI-FY2023-Q2-224445.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2023-Q2,Transition,0,0,90.92,0.0,Kochi Tankage,GL-7400-OpEx,RCP8.5,Stranded Asset Impairment — Refinery,Group FC,CFI-FY2023-Q2-189695.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2023-Q2,Transition,0.21,10.58,0,0.0,Kochi Tankage,GL-4100-Impair,RCP2.6,Carbon Tax Provision (India),CFO,CFI-FY2023-Q2-628858.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2023-Q2,Acute,12.88,1.28,0,0.15,Kochi Sales Office,GL-3500-OpEx,NGFS-DelayedTransition,Wildfire — Asset Loss,Treasurer,CFI-FY2023-Q2-769213.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2023-Q2,Transition,0.38,33.47,0,0.0,Haldia Petchem,GL-6300-OpEx,RCP8.5,Carbon Tax Provision (India),Treasurer,CFI-FY2023-Q2-736487.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2023-Q2,Transition,30.46,2.01,0,0.0,Mumbai HQ,GL-2400-OpEx,NGFS-DelayedTransition,Carbon Capture & Storage Pilot,CFO,CFI-FY2023-Q2-637393.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2023-Q3,Chronic,57.81,3.06,0,0.0,Jaipur Office,GL-2300-OpEx,RCP2.6,Sea-Level Rise — Coastal Defences,Treasurer,CFI-FY2023-Q3-583766.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2023-Q3,Transition,23.43,2.71,0,0.0,Kochi Tankage,GL-7400-OpEx,RCP2.6,Renewable PPA — Long-term Contract,Audit Committee,CFI-FY2023-Q3-221317.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2023-Q3,Acute,1.66,11.05,0,0.49,Jaipur Office,GL-4100-Impair,NGFS-NetZero2050,Cyclone Damage — Coastal Plant,Controller,CFI-FY2023-Q3-501663.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2023-Q3,Transition,29.41,1.29,0,0.0,Coimbatore Office,GL-1200-CapEx,RCP8.5,Green Hydrogen Pilot Plant,Controller,CFI-FY2023-Q3-554041.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2023-Q3,Transition,0,0,135.58,0.0,Kandla Terminal,GL-2300-OpEx,IEA-STEPS,Stranded Asset Impairment — Refinery,Group FC,CFI-FY2023-Q3-144191.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2023-Q3,Acute,0.41,3.53,0,1.88,Kandla Terminal,GL-4100-Impair,IEA-APS,Heatwave — Cooling Surge,Controller,CFI-FY2023-Q3-780901.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2023-Q3,Acute,0.68,2.16,0,0.81,Surat Polymer Lab,GL-1200-CapEx,NGFS-DelayedTransition,Heatwave — Cooling Surge,Audit Committee,CFI-FY2023-Q3-368569.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2023-Q3,Transition,49.02,0.33,0,0.0,Nagothane Plant,GL-8500-OpEx,IEA-NZE2050,Green Hydrogen Pilot Plant,Controller,CFI-FY2023-Q3-437860.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2023-Q3,Transition,0.65,20.46,0,0.0,Delhi Sales Hub,GL-4100-Impair,NGFS-DivergentNetZero,Carbon Price — Cap & Trade,Plant FC,CFI-FY2023-Q3-710572.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2023-Q3,Transition,1.76,3.31,0,0.0,Ahmedabad Office,GL-2400-OpEx,NGFS-NetZero2050,Carbon Tax Provision (India),Group FC,CFI-FY2023-Q3-873765.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2023-Q3,Transition,6.5,3.4,0,0.0,Surat Polymer Lab,GL-2300-OpEx,NGFS-DivergentNetZero,R&D — Bio-feedstock,CFO,CFI-FY2023-Q3-204914.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2023-Q3,Transition,18.4,4.86,0,0.0,Tuticorin Port Cluster,GL-3500-OpEx,NGFS-DivergentNetZero,EV Fleet Conversion,Treasurer,CFI-FY2023-Q3-818292.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2023-Q3,Acute,1.9,13.47,0,4.53,Kochi Sales Office,GL-8500-OpEx,NGFS-DivergentNetZero,Cyclone Damage — Coastal Plant,Audit Committee,CFI-FY2023-Q3-694830.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2023-Q3,Transition,6.68,3.5,0,0.0,Nagothane Plant,GL-1100-CapEx,RCP4.5,R&D — Bio-feedstock,CFO,CFI-FY2023-Q3-331731.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2023-Q3,Chronic,7.34,0.74,0,0.0,Nagothane Plant,GL-7400-OpEx,RCP8.5,Sea-Level Rise — Coastal Defences,Group FC,CFI-FY2023-Q3-115315.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2023-Q3,Transition,14.61,1.71,0,0.0,Kochi Sales Office,GL-1100-CapEx,IEA-APS,R&D — Bio-feedstock,Audit Committee,CFI-FY2023-Q3-686751.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2023-Q3,Transition,1.62,1.84,0,0.0,Jamnagar Polymer Plant,GL-3500-OpEx,IEA-APS,Renewable PPA — Long-term Contract,Controller,CFI-FY2023-Q3-663859.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2023-Q3,Acute,0.16,1.08,0,0.27,Dahej Industrial Cluster,GL-6300-OpEx,IEA-STEPS,Heatwave — Cooling Surge,Treasurer,CFI-FY2023-Q3-898771.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2023-Q3,Transition,72.33,1.73,0,0.0,Mangalore Storage,GL-4100-Impair,RCP8.5,Plant Decommissioning — Coal,CFO,CFI-FY2023-Q3-950406.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2023-Q3,Acute,0.24,33.31,0,3.06,Tuticorin Port Cluster,GL-5200-Insurance,RCP8.5,Cyclone Damage — Coastal Plant,Controller,CFI-FY2023-Q3-568500.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2023-Q3,Chronic,45.09,0.27,0,0.0,Paradip Plant,GL-6300-OpEx,NGFS-DivergentNetZero,Sea-Level Rise — Coastal Defences,Audit Committee,CFI-FY2023-Q3-244666.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2023-Q3,Transition,10.54,0.63,0,0.0,Jaipur Office,GL-1200-CapEx,IEA-STEPS,Renewable PPA — Long-term Contract,Controller,CFI-FY2023-Q3-763276.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2023-Q3,Transition,1.09,36.27,0,0.0,Bengaluru Tech Park,GL-2400-OpEx,RCP2.6,Carbon Border Adjustment Mechanism,Controller,CFI-FY2023-Q3-968623.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2023-Q3,Transition,16.05,3.53,0,0.0,Kandla Terminal,GL-2300-OpEx,IEA-STEPS,Renewable PPA — Long-term Contract,Controller,CFI-FY2023-Q3-907157.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2023-Q3,Transition,11.69,1.69,0,0.0,Kandla Terminal,GL-2300-OpEx,RCP2.6,EV Fleet Conversion,Treasurer,CFI-FY2023-Q3-970654.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2023-Q3,Chronic,13.09,0.78,0,0.0,Kochi Tankage,GL-7400-OpEx,IEA-APS,Sea-Level Rise — Coastal Defences,Treasurer,CFI-FY2023-Q3-239043.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2023-Q3,Chronic,0.5,6.32,0,0.0,Bengaluru Tech Park,GL-1100-CapEx,NGFS-DivergentNetZero,Drought — Water Sourcing Cost,Controller,CFI-FY2023-Q3-746743.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2023-Q3,Transition,15.94,2.76,0,0.0,Kochi Tankage,GL-5200-Insurance,NGFS-DelayedTransition,Renewable PPA — Long-term Contract,Treasurer,CFI-FY2023-Q3-753799.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2023-Q3,Transition,17.78,3.27,0,0.0,Paradip Plant,GL-4100-Impair,IEA-STEPS,R&D — Bio-feedstock,CFO,CFI-FY2023-Q3-842091.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2023-Q3,Transition,1.94,9.58,0,0.0,Bhubaneswar Office,GL-3500-OpEx,RCP8.5,Carbon Price — Cap & Trade,Group FC,CFI-FY2023-Q3-487820.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2023-Q3,Acute,1.26,37.45,0,0.03,Visakhapatnam Port,GL-8500-OpEx,RCP4.5,Flood — Plant Shutdown,Plant FC,CFI-FY2023-Q3-834011.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2023-Q3,Transition,7.98,2.1,0,0.0,Bengaluru Tech Park,GL-2400-OpEx,IEA-NZE2050,R&D — Bio-feedstock,Group FC,CFI-FY2023-Q3-988026.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2023-Q3,Transition,0.46,2.31,0,0.0,Nashik Logistics,GL-8500-OpEx,RCP2.6,EU CSRD Reporting Compliance,CFO,CFI-FY2023-Q3-295669.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2023-Q3,Chronic,0.28,2.95,0,0.0,Chennai Office,GL-4100-Impair,RCP4.5,Drought — Water Sourcing Cost,Plant FC,CFI-FY2023-Q3-354713.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2023-Q3,Transition,24.94,3.29,0,0.0,Haldia Petchem,GL-6300-OpEx,IEA-NZE2050,Renewable PPA — Long-term Contract,Plant FC,CFI-FY2023-Q3-275357.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2023-Q3,Chronic,0.33,6.14,0,0.0,Visakhapatnam Port,GL-5200-Insurance,RCP4.5,Drought — Water Sourcing Cost,Group FC,CFI-FY2023-Q3-197577.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2023-Q3,Transition,3.37,0.64,0,0.0,Kolkata Distribution,GL-1100-CapEx,RCP2.6,EV Fleet Conversion,Treasurer,CFI-FY2023-Q3-759944.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2023-Q3,Chronic,0.79,0.52,0,0.0,Mangalore Storage,GL-3500-OpEx,NGFS-DivergentNetZero,Rising Avg Temp — Cooling Demand,CFO,CFI-FY2023-Q3-239177.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2023-Q3,Transition,9.29,0.62,0,0.0,Ahmedabad Office,GL-6300-OpEx,NGFS-NetZero2050,R&D — Bio-feedstock,Audit Committee,CFI-FY2023-Q3-596301.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2023-Q3,Transition,7.14,2.65,0,0.0,Hazira Refinery,GL-8500-OpEx,RCP4.5,Renewable PPA — Long-term Contract,Controller,CFI-FY2023-Q3-439867.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2023-Q3,Acute,0.6,7.97,0,3.54,Surat Polymer Lab,GL-1200-CapEx,IEA-NZE2050,Heatwave — Cooling Surge,Controller,CFI-FY2023-Q3-251616.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2023-Q3,Transition,4.28,4.47,0,0.0,Kochi Tankage,GL-3500-OpEx,RCP8.5,R&D — Bio-feedstock,CFO,CFI-FY2023-Q3-843368.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2023-Q3,Acute,0.1,1.21,0,0.3,Haldia Petchem,GL-8500-OpEx,IEA-NZE2050,Heatwave — Cooling Surge,Controller,CFI-FY2023-Q3-305993.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2023-Q3,Transition,5.38,4.43,0,0.0,Chennai Office,GL-5200-Insurance,NGFS-DivergentNetZero,R&D — Bio-feedstock,Group FC,CFI-FY2023-Q3-751344.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2023-Q3,Transition,39.7,2.69,0,0.0,Dahej Industrial Cluster,GL-7400-OpEx,IEA-APS,Green Hydrogen Pilot Plant,Treasurer,CFI-FY2023-Q3-975862.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2023-Q3,Transition,0.22,37.76,0,0.0,Hazira Refinery,GL-5200-Insurance,IEA-STEPS,Carbon Tax Provision (India),Treasurer,CFI-FY2023-Q3-901406.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2023-Q3,Transition,39.24,1.31,0,0.0,Kolkata Distribution,GL-1100-CapEx,RCP8.5,Carbon Capture & Storage Pilot,Group FC,CFI-FY2023-Q3-199782.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2023-Q3,Transition,1.65,18.78,0,0.0,Pune R&D Center,GL-1200-CapEx,NGFS-NetZero2050,Carbon Price — Cap & Trade,Audit Committee,CFI-FY2023-Q3-631868.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2023-Q3,Transition,60.27,2.83,0,0.0,Surat Polymer Lab,GL-1200-CapEx,NGFS-DelayedTransition,Carbon Capture & Storage Pilot,Treasurer,CFI-FY2023-Q3-980783.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2023-Q3,Transition,22.58,1.1,0,0.0,Lucknow Distribution,GL-2400-OpEx,NGFS-DivergentNetZero,EV Fleet Conversion,Group FC,CFI-FY2023-Q3-985723.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2023-Q3,Acute,0.55,24.54,0,7.3,Kochi Sales Office,GL-2300-OpEx,RCP4.5,Flood — Plant Shutdown,Group FC,CFI-FY2023-Q3-304398.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2023-Q3,Transition,12.17,2.9,0,0.0,Ahmedabad Office,GL-7400-OpEx,IEA-STEPS,EV Fleet Conversion,CFO,CFI-FY2023-Q3-722610.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2023-Q3,Transition,1.14,17.49,0,0.0,Mumbai HQ,GL-1200-CapEx,RCP2.6,Carbon Price — Cap & Trade,Audit Committee,CFI-FY2023-Q3-511761.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
